Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Dragustinovis-Ruiz, Eduardo Antonio",57190954888,Neural Modulation in Aversive Emotion Processing: An Independent Component Analysis Study,"Romero-Rebollar, C.| Jiménez-Ángeles, L.| Dragustinovis-Ruiz, E.A.| Medina-Bañuelos, V.",4.0,57190951763| 56002743800| 57190954888| 7005255945,2016.0,2016-01-01,Computational and Mathematical Methods in Medicine,2016,-,-,2816567,ISSN-1748670X,11000153760.0,Journal,Hindawi Limited,English,0.82,39,2.5,29,0.411,50,0.64,19.0,6.0,0.25,8.01,51.0,59.0,0.0,0.0,"Romero-Rebollar, C., Jiménez-Ángeles, L., Dragustinovis-Ruiz, E.A. and 1 more (...) (2016).Neural Modulation in Aversive Emotion Processing: An Independent Component Analysis Study. Computational and Mathematical Methods in Medicine,2016",https://www.scopus.com/record/display.url?eid=2-s2.0-84984685514&origin=resultslist,10.1155/2016/2816567,Article,Hybrid gold|Green,2-s2.0-84984685514,27579051,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,57190951763,7005255945,57190951763,-,Mexico,1.0,1300| 2400| 2604| 2611,"General Biochemistry,Genetics and Molecular Biology| General Immunology and Microbiology| Applied Mathematics| Modeling and Simulation",5| 4,Life Sciences & Medicine| Natural Sciences,431| 507,Mathematics| Biological Sciences,32| 37,Life Sciences| Physical Sciences,49| 40,Mathematical Sciences| Engineering,4901| 4003,Applied mathematics| Biomedical engineering,-,Emotional Processing and Social Understanding in Children,284,80.51,Emotional Processing and Facial Expression Recognition,6143,91.434,Defensible,Nacional,2.0
