Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gutiérrez, Virginia Cervantes",57215381756,"Factors of deterioration of the periurban protected natural areas of the Valley of Puebla, Mexico","Almonte, M.T.| González, Á.B.| López, S.V.| Valverde, B.R.| Gutiérrez, V.C.| Bello, G.C.",6.0,57215380262| 55455341700| 36648085300| 16417638500| 57215381756| 57215380084,2020.0,2020-01-01,Estudios Demograficos y Urbanos,35,1,51-82,-,ISSN-01867210,26808.0,Journal,"Colegio de Mexico, A.C., Departamento de Publicaciones",Spanish,0.65,54,0.5,61,0.221,53,1.44,40.0,8.0,0.35,8.5,45.0,55.0,0.0,0.0,"Almonte, M.T., González, Á.B., López, S.V. and 3 more (...) (2020).Factors of deterioration of the periurban protected natural areas of the Valley of Puebla, Mexico. Estudios Demograficos y Urbanos,35(1) 51-82",https://www.scopus.com/record/display.url?eid=2-s2.0-85080825499&origin=resultslist,10.24201/edu.v35i1.1828,Article,Gold|Green,2-s2.0-85080825499,-,Universidad Autónoma Metropolitana| Colegio de Postgraduados,505017| 505003,Academic,2.0,123981145| 60001778| 60010210| 60024080,REZAC| Colegio De Postgraduados Campus Puebla| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57215380262,57215380084,-,-,Mexico,1.0,3317| 3322,Demography| Urban Studies,3,Social Sciences & Management,106| 342| 425,Architecture| Sociology| Geography,40,Social Sciences,44| 38,Human Society| Economics,3801| 3899| 4403,Applied economics| Other economics| Demography,SDG 15,Integrating Community Forestry and Environmental Governance,1065,47.809,Social Networks in Natural Resource Governance,22052,92.089,Weak,Nacional,2.0
