Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Santizo, Claudia",59160119000,Public elementary schools’ performance in Mexico,"Santizo, C.| Romero, C.",2.0,59160119000| 57205302168,2018.0,2018-01-01,Gestion y Politica Publica,27,2,341-373,-,ISSN-14051079,22826.0,Journal,Centro de Investigacion y Docencia Economicas A.C.,Spanish,0.5,65,0.3,91,0.123,81,0.47,25.0,1.0,0.0,6.14,74.0,74.0,0.0,0.0,"Santizo, C., Romero, C. (2018).Public elementary schools’ performance in Mexico. Gestion y Politica Publica,27(2) 341-373",https://www.scopus.com/record/display.url?eid=2-s2.0-85059447336&origin=resultslist,-,Article,,2-s2.0-85059447336,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,59160119000,57205302168,-,-,Mexico,1.0,3321,Public Administration,3,Social Sciences & Management,348| 340,Social Policy & Administration| Politics & International Studies,40,Social Sciences,44| 35| 38,"Human Society| Commerce, Management, Tourism And Services| Economics",4407| 3507| 3801,"Policy and administration| Strategy, management and organisational behaviour| Applied economics",-,Educational Policy and Its Impact on Achievement,1445,16.089,Class Size and Academic Performance Insights,7469,87.172,Very Good,UAM,1.0
