Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Moreno, Sergio",57204151585,Socio-territorial inequalities and Covid-19 mortality in Mexico City,"López-Arellano, O.| Bañuelos-Moreno, M.| Moreno-Altamirano, A.| López-Moreno, S.| Garrido-Latorre, F.",5.0,55989668100| 56089248100| 6507629409| 57204151585| 6603455915,2024.0,2024-01-01,Salud Publica de Mexico,66,5,699-707,-,ISSN-00363634,19317.0,Journal,Instituto Nacional de Salud Publica,English| Spanish,1.01,29,3.3,45,0.869,28,1.89,29.0,0.0,0.0,4.14,70.0,70.0,0.0,0.0,"López-Arellano, O., Bañuelos-Moreno, M., Moreno-Altamirano, A. and 2 more (...) (2024).Socio-territorial inequalities and Covid-19 mortality in Mexico City. Salud Publica de Mexico,66(5) 699-707",https://www.scopus.com/record/display.url?eid=2-s2.0-85204524765&origin=resultslist,10.21149/16043,Article,Gold|Green,2-s2.0-85204524765,39977132,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60013839| 60010210| 60032442| 60022869,"Secretaria de Salud| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Universidad Nacional Autónoma de México, Facultad de Medicina",55989668100,6603455915,56089248100,-,Mexico,1.0,2739,"Public Health, Environmental and Occupational Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,42,Health Sciences,4203| 4206,Health services and systems| Public health,SDG 3| SDG 10,"COVID-19, Its Impact, and Vaccination",1,99.935,COVID-19 Health Disparities and Social Determinants,4711,98.129,Definitive,Nacional,2.0
