Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cota Díaz, Elsa Cecilia",59165974600,"Urban Housing Habitability and covid-19: The Structural, the Circumstantial, the Desirable and the Possible from a Mexican Metropolis","Pedrotti, C.I.| Cota Díaz, E.C.",2.0,57218870492| 59165974600,2024.0,2024-01-01,Territorios,-,50,-,-,ISSN-01238418,21100940511.0,Journal,Universidad del Rosario,Spanish,0.29,80,0.4,80,0.154,73,0.7,19.0,0.0,0.0,5.35,70.0,70.0,0.0,1.0,"Pedrotti, C.I., Cota Díaz, E.C. (2024).Urban Housing Habitability and covid-19: The Structural, the Circumstantial, the Desirable and the Possible from a Mexican Metropolis. Territorios,(50) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85195608347&origin=resultslist,10.12804/revistas.urosario.edu.co/territorios/a.12741,Article,Gold|Green,2-s2.0-85195608347,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014691| 60112837,"El Colegio Mexiquense, A.C.| Universidad Autónoma Metropolitana-Lerma",57218870492,59165974600,57218870492,-,Mexico,1.0,3305| 3322,"Geography, Planning and Development| Urban Studies",3,Social Sciences & Management,106| 425,Architecture| Geography,40,Social Sciences,33| 44,Built Environment And Design| Human Society,3304| 4407| 4401,Urban and regional planning| Policy and administration| Anthropology,SDG 3,Urban Policy and Livelihood Strategies in the Global South,1262,43.95,Urban Development and Social Dynamics in Peru,44420,27.117,Defensible,UAM,1.0
