Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gutiérrez-Sosa, Carlos",57204640064,Microscopic Viscoelasticity of Polymer Solutions and Gels Observed from Translation and Rotation of Anisotropic Colloid Probes,"Gutiérrez-Sosa, C.| Merino-González, A.| Sánchez, R.| Kozina, A.| Díaz-Leyva, P.",5.0,57204640064| 57195247836| 24470492300| 36677460300| 8414986600,2018.0,2018-11-27,Macromolecules,51,22,9203-9212,-,ISSN-00249297,21100779404.0,Journal,American Chemical Society,English,1.5,13,9.9,3,2.243,2,0.7,23.0,11.0,0.09,11.03,40.0,72.0,0.0,0.0,"Gutiérrez-Sosa, C., Merino-González, A., Sánchez, R. and 2 more (...) (2018).Microscopic Viscoelasticity of Polymer Solutions and Gels Observed from Translation and Rotation of Anisotropic Colloid Probes. Macromolecules,51(22) 9203-9212",https://www.scopus.com/record/display.url?eid=2-s2.0-85056541721&origin=resultslist,10.1021/acs.macromol.8b01005,Article,,2-s2.0-85056541721,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,57204640064,8414986600,36677460300,-,Mexico,1.0,1604| 1605| 2505| 2507,Inorganic Chemistry| Organic Chemistry| Materials Chemistry| Polymers and Plastics,2| 4,Engineering & Technology| Natural Sciences,249| 433| 409,Engineering - Petroleum| Materials Science| Chemistry,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,-,-,-,Mechanical Properties and Fluid Dynamics in Drilling,371,68.411,Viscoelastic Properties of Actin Networks in Cells,10798,88.463,Very Good,Nacional,2.0
