Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gaspar, I. I.",58303508900,Chiral symmetry restoration in a rotating medium,"Gaspar, I.I.| Hernández, L.A.| Zamora, R.",3.0,58303508900| 55869115500| 55447363500,2023.0,2023-11-01,Physical Review D,108,9,-,094020,ISSN-24700010,21100779241.0,Journal,American Physical Society,English,1.11,22,9.3,7,1.587,10,0.67,9.0,12.0,1.21,9.92,19.0,24.0,0.0,0.0,"Gaspar, I.I., Hernández, L.A., Zamora, R. (2023).Chiral symmetry restoration in a rotating medium. Physical Review D,108(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85177080250&origin=resultslist,10.1103/PhysRevD.108.094020,Article,Hybrid gold,2-s2.0-85177080250,-,Universidad Diego Portales| Universidad Autónoma Metropolitana,702758| 505017,Academic,2.0,60028381| 60013592| 129771763,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Diego Portales| Academia Politécnica Aeronáutica,58303508900,55447363500,-,-,Chile| Mexico,2.0,3106,Nuclear and High Energy Physics,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5107| 5106| 5101,Particle and high energy physics| Nuclear and plasma physics| Astronomical sciences,-,Quark Gluon Plasma and Phase Transitions,175,57.619,Chiral Magnetic Effects in Quantum Chromodynamics,6790,95.831,Definitive,Internacional,1.0
