Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ortega-Rivera, Karina",58155563800,"Phytosanitary characterizaction of Quercus obtusata Bonpl., in a mountain cloud forest, Xicotepec, Puebla","Ortega-Rivera, K.| Flores-Hernández, N.| Zarza, H.| Chávez, C.",4.0,58155563800| 6506881660| 6507203187| 56013690100,2019.0,2019-05-01,Revista Mexicana de Ciencias Forestales,10,53,-,-,ISSN-20071132,21101067148.0,Journal,"National Institute of Forestry, Agricultural and Livestock Research",English,-,-,-,-,-,-,0.0,4.0,3.0,0.0,8.44,62.0,75.0,0.0,0.0,"Ortega-Rivera, K., Flores-Hernández, N., Zarza, H. and 1 more (...) (2019).Phytosanitary characterizaction of Quercus obtusata Bonpl., in a mountain cloud forest, Xicotepec, Puebla. Revista Mexicana de Ciencias Forestales,10(53) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85143548212&origin=resultslist,10.29298/rmcf.v10i53.480,Article,Gold|Green,2-s2.0-85143548212,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60112837,Universidad Autónoma Metropolitana-Lerma,58155563800,56013690100,58155563800,-,Mexico,1.0,1107| 2303| 2309,Forestry| Ecology| Nature and Landscape Conservation,4| 3| 5,Natural Sciences| Social Sciences & Management| Life Sciences & Medicine,502| 424,Agriculture & Forestry| Environmental Sciences,32| 37,Life Sciences| Physical Sciences,-,-,-,-,SDG 15,Diversity and Interactions in Forest Ecosystems,357,79.856,Conservation and Diversity of Cloud Forests in Mexico,67383,45.542,Defensible,UAM,1.0
