Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Lugo-Ortíz, Regina",58740179200,Dissolution Performance of Verapamil-HCl Tablets Using USP Apparatus 2 and 4: Prediction of In Vivo Plasma Profiles,"Medina-López, J.R.| Lugo-Ortíz, R.| Contreras-Jiménez, J.M.| Hurtado, M.| Helmy, S.A.",5.0,57210447424| 58740179200| 57222661560| 7006878205| 55614979100,2023.0,2023-11-01,Dissolution Technologies,30,4,230-237,-,ISSN-1521298X,18800156720.0,Journal,Dissolution Technologies Inc,English,0.55,59,1.2,64,0.218,60,0.6,12.0,1.0,0.1,9.99,65.0,73.0,0.0,0.0,"Medina-López, J.R., Lugo-Ortíz, R., Contreras-Jiménez, J.M. and 2 more (...) (2023).Dissolution Performance of Verapamil-HCl Tablets Using USP Apparatus 2 and 4: Prediction of In Vivo Plasma Profiles. Dissolution Technologies,30(4) 230-237",https://www.scopus.com/record/display.url?eid=2-s2.0-85178397593&origin=resultslist,10.14227/DT300423P230,Article,Bronze,2-s2.0-85178397593,-,Taibah University| Universidad Autónoma Metropolitana| Damanhour University,700955| 505017| 706322,Academic,3.0,60010210| 60008920| 60273281| 60105346,Universidad Autónoma Metropolitana Unidad Xochimilco| Taibah University| Faculty of Pharmacy| Damanhour University,57210447424,55614979100,57210447424,-,Mexico| Egypt| Saudi Arabia,3.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32| 30,"Biomedical And Clinical Sciences| Agricultural, Veterinary And Food Sciences",3214| 3206| 3009,Pharmacology and pharmaceutical sciences| Medical biotechnology| Veterinary sciences,-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Dissolution Testing Methods for Pharmaceutical Products,20996,69.94,Definitive,Internacional,1.0
