Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Manzo, Enrique Guerra",23493153500,"Faces of violent habitus in michoacan: The districts of coalcoman and apatzingan, c. 1930-1980","Manzo, E.G.",1.0,23493153500,2018.0,2018-01-01,Estudios de Historia Moderna Contemporanea de Mexico,56,-,3-34,-,ISSN-01852620,19700167010.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.99,31,0.3,47,0.101,79,0.1,4.0,1.0,0.0,1.77,74.0,74.0,0.0,0.0,"Manzo, E.G. (2018).Faces of violent habitus in michoacan: The districts of coalcoman and apatzingan, c. 1930-1980. Estudios de Historia Moderna Contemporanea de Mexico,563-34",https://www.scopus.com/record/display.url?eid=2-s2.0-85078473426&origin=resultslist,10.22201/iih.24485004e.2018.56.63790,Article,Gold,2-s2.0-85078473426,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,23493153500,23493153500,Mexico,1.0,1202,History,1,Arts & Humanities,126,History,33,Arts and Humanities,43| 44| 38,"History, Heritage And Archaeology| Human Society| Economics",4303| 4401| 3801,Historical studies| Anthropology| Applied economics,-,Migration Dynamics and Socioeconomic Impacts,32,83.519,Violence and Governance in Mexico's Drug Trade,13729,86.033,Definitive,Personal,1.0
