Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bautista, Eric Gustavo",26642384100,Asymptotic Determination of the Liquefaction Depth for Short and Long Water Waves,"Quesada, A.| Bautista, E.| Méndez, F.",3.0,57221867216| 26642384100| 56013571200,2021.0,2021-05-01,"Journal of Waterway, Port, Coastal and Ocean Engineering",147,3,-,04021004,ISSN-0733950X,50091.0,Journal,American Society of Civil Engineers (ASCE),English,1.16,25,3.5,37,0.655,29,0.63,15.0,3.0,0.09,11.33,60.0,75.0,0.0,0.0,"Quesada, A., Bautista, E., Méndez, F. (2021).Asymptotic Determination of the Liquefaction Depth for Short and Long Water Waves. Journal of Waterway, Port, Coastal and Ocean Engineering,147(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85100491029&origin=resultslist,10.1061/(ASCE)WW.1943-5460.0000630,Article,,2-s2.0-85100491029,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,505017| 505011| 505023,Academic,3.0,60019176| 60023193| 60032442,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,57221867216,56013571200,26642384100,-,Mexico,1.0,2205| 2212| 2312,Civil and Structural Engineering| Ocean Engineering| Water Science and Technology,2| 4,Engineering & Technology| Natural Sciences,424| 416| 220| 451| 249| 247,Environmental Sciences| Earth & Marine Sciences| Engineering - Civil & Structural| Geophysics| Engineering - Petroleum| Engineering - Mineral & Mining,37| 36,Physical Sciences| Engineering,40,Engineering,4005| 4015,Civil engineering| Maritime engineering,-,Wave Energy Conversion and Hydrodynamic Modeling,812,61.478,Dynamic Response and Liquefaction in Seabed Systems,13140,86.422,Definitive,Nacional,3.0
