Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castelán-Aguilar, Josué R.",58509426900,Fractional Gradient Optimizers for PyTorch: Enhancing GAN and BERT,"Herrera-Alcántara, O.| Castelán-Aguilar, J.R.",2.0,26635317600| 58509426900,2023.0,2023-07-01,Fractal and Fractional,7,7,-,500,ISSN-25043110,21101020132.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,1.14,21,4.6,7,0.645,32,0.75,8.0,11.0,1.9,5.78,21.0,14.0,0.0,0.0,"Herrera-Alcántara, O., Castelán-Aguilar, J.R. (2023).Fractional Gradient Optimizers for PyTorch: Enhancing GAN and BERT. Fractal and Fractional,7(7) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85165982749&origin=resultslist,10.3390/fractalfract7070500,Article,Gold|Green,2-s2.0-85165982749,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,26635317600,58509426900,26635317600,-,Mexico,1.0,2603| 2613| 3109,Analysis| Statistics and Probability| Statistical and Nonlinear Physics,4| 2,Natural Sciences| Engineering & Technology,431| 344| 439| 213,Mathematics| Statistics & Operational Research| Physics & Astronomy| Data Science,37,Physical Sciences,40| 49,Engineering| Mathematical Sciences,4004| 4901| 4904,Chemical engineering| Applied mathematics| Pure mathematics,-,Fractional Calculus Applications in Differential Equations,88,83.061,Fractional Calculus in Economic Growth Modeling,90042,72.552,Definitive,UAM,1.0
