Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Camacho-Aguilar, S.",57200819699,Human papillomavirus load in benign HPV-associated oral lesions from HIV/AIDS individuals,"Camacho-Aguilar, S.| Ramírez-Amador, V.| Rosendo-Chalma, P.| Guido-Jiménez, M.| García-Carrancá, A.| Anaya-Saavedra, G.",6.0,57200819699| 6701795939| 57200826881| 6508209819| 7003658865| 22133430200,2018.0,2018-03-01,Oral Diseases,24,1-2,210-214,-,ISSN-1354523X,22815.0,Journal,Blackwell Publishing Ltd,English,1.07,27,4,11,0.853,16,1.74,32.0,16.0,0.98,6.12,31.0,30.0,0.0,0.0,"Camacho-Aguilar, S., Ramírez-Amador, V., Rosendo-Chalma, P. and 3 more (...) (2018).Human papillomavirus load in benign HPV-associated oral lesions from HIV/AIDS individuals. Oral Diseases,24(1-2) 210-214",https://www.scopus.com/record/display.url?eid=2-s2.0-85042519001&origin=resultslist,10.1111/odi.12732,Article,,2-s2.0-85042519001,29480634,Universidad Autónoma Metropolitana| Instituto Nacional de Cancerologia - Mexico| Universidad Nacional Autónoma de México,505017| 505036| 505023,Government| Academic,3.0,60014923| 60032442| 60019825,"Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Instituto Nacional de Cancerologia, México",57200819699,22133430200,22133430200,-,Mexico,1.0,2733| 3500,Otorhinolaryngology| General Dentistry,5,Life Sciences & Medicine,532| 514,Medicine| Dentistry,34,Medical and Health,32,Biomedical And Clinical Sciences,3203,Dentistry,SDG 3,Impact of HPV on Squamous Cell Carcinoma Outcomes,213,68.672,Focal Epithelial Hyperplasia and HPV Interactions,81861,40.051,Defensible,Nacional,3.0
