Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Saúl, Jiménez Jiménez",57863493500,Mental health impact by COVID-19 in hospitalized patients sample in Mexico City,"Lucía-Verónica, M.-P.| Rosa-Elda, B.-C.| Gustavo-Esteban, L.-Z.| Karla-Lorena, C.-A.| Mayela, P.-R.| Xóchitl, J.-J.| César-Rubén, V.-O.| Yanet, C.-Á.N.| Saúl, J.-J.",9.0,57863894300| 57862988000| 57863365000| 57863113600| 57863113700| 57863241300| 57863493400| 57863627400| 57863493500,2022.0,2022-10-01,Anales de Psicologia,38,3,448-457,-,ISSN-02129728,19200156918.0,Journal,Universidad de Murcia Servicio de Publicaciones,English,0.82,41,3.3,41,0.428,52,2.78,98.0,0.0,0.0,10.52,81.0,80.0,0.0,0.0,"Lucía-Verónica, M.-P., Rosa-Elda, B.-C., Gustavo-Esteban, L.-Z. and 6 more (...) (2022).Mental health impact by COVID-19 in hospitalized patients sample in Mexico City. Anales de Psicologia,38(3) 448-457",https://www.scopus.com/record/display.url?eid=2-s2.0-85136783344&origin=resultslist,10.6018/analesps.502711,Article,Gold,2-s2.0-85136783344,-,Hospital Juárez de México| Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad de Colima,715277| 505020| 505017| 505054,Medical| Academic,4.0,60013375| 128507847| 60024551| 60033291| 60112837,Hospital Juárez de México| Naval Medical Center| Universidad de Colima| Universidad de Guanajuato| Universidad Autónoma Metropolitana-Lerma,57863894300,57863493500,57863894300,-,Mexico,1.0,3200,General Psychology,3,Social Sciences & Management,541,Psychology,39,Psychology,52,Psychology,5201| 5205| 5203,Applied and developmental psychology| Social and personality psychology| Clinical and health psychology,-,Mental Health Impacts of COVID-19 Pandemic,620,96.272,Mental Health Impacts of COVID-19 Pandemic,205,99.875,Very Good,Nacional,4.0
