Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Páez, Marianela Hernández",57203487728,The commissive and assertive values of 'prometer' and 'jurar' in two varieties of Spanish,"Alamillo, A.R.| Páez, M.H.",2.0,35301785000| 57203487728,2016.0,2016-01-01,Circulo de Linguistica Aplicada a la Comunicacion,68,-,295-321,-,ISSN-15764737,19700200924.0,Journal,Universidad Complutense de Madrid,English| Spanish,0.65,51,0.2,62,0.12,65,0.0,3.0,0.0,0.0,3.36,81.0,71.0,0.0,0.0,"Alamillo, A.R., Páez, M.H. (2016).The commissive and assertive values of 'prometer' and 'jurar' in two varieties of Spanish. Circulo de Linguistica Aplicada a la Comunicacion,68295-321",https://www.scopus.com/record/display.url?eid=2-s2.0-85010032206&origin=resultslist,10.5209/CLAC.54532,Article,Gold|Green,2-s2.0-85010032206,-,Universidad Autónoma Metropolitana| Universidad de las Americas Puebla,505017| 505055,Academic,2.0,60031120| 60014923,Universidad de las Américas Puebla| Universidad Autónoma Metropolitana,35301785000,57203487728,35301785000,-,Mexico,1.0,1203| 3310,Language and Linguistics| Linguistics and Language,1,Arts & Humanities,130,Linguistics,33,Arts and Humanities,47,"Language, Communication And Culture",4703| 4704,Language studies| Linguistics,-,Linguistic Variations and Pronoun Usage in Spanish,1508,2.093,Discourse Markers and Their Functions in Spanish,4793,65.97,Very Good,Nacional,2.0
