Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Meléndez, Francisco",57204013777,Idiopathic scoliosis's surgical treatment. results in Mexico's National rehabilitation Institute. 24 months follow,"Zárate-Kalfópulos, B.| Martínez-Ríos, H.R.| López-Meléndez, F.| García-Ramos, C.L.| Rosales-Olivarez, L.M.| Reyes-Sánchez, A.A.",6.0,15023855200| 57204014844| 57204013777| 56951038100| 37028813300| 22954381600,2018.0,2018-09-01,Cirugia y Cirujanos (English Edition),86,5,392-398,-,ISSN-00097411,21030.0,Journal,Publicaciones Permanyer,Spanish,0.39,73,0.7,75,0.161,77,3.04,54.0,2.0,0.13,7.41,68.0,69.0,0.0,0.0,"Zárate-Kalfópulos, B., Martínez-Ríos, H.R., López-Meléndez, F. and 3 more (...) (2018).Idiopathic scoliosis's surgical treatment. results in Mexico's National rehabilitation Institute. 24 months follow. Cirugia y Cirujanos (English Edition),86(5) 392-398",https://www.scopus.com/record/display.url?eid=2-s2.0-85054064138&origin=resultslist,10.24875/CIRU.18000012,Article,Gold,2-s2.0-85054064138,30226490,Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación,505017| 715278,Medical| Academic,2.0,60010210| 60084250,Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Nacional de Rehabilitación,15023855200,22954381600,15023855200,-,Mexico,1.0,2746,Surgery,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3213| 3211| 3202,Paediatrics| Oncology and carcinogenesis| Clinical sciences,-,Biomechanics and Treatment Strategies in Spinal Health,28,82.734,Scoliosis Correction Techniques and Outcomes,6606,86.534,Definitive,Nacional,2.0
