Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Macario, Lessli A.",58986311400,Access to water service and vulnerability to COVID-19: The case of Mexico City,"Soto-Montes-de-Oca, G.| Ramirez-Fuentes, G.A.| Ramírez-Macario, L.A.",3.0,14322543100| 22136465700| 58986311400,2024.0,2024-01-01,Tecnologia y Ciencias del Agua,15,1,189-232,-,ISSN-01878336,20500195022.0,Journal,Instituto Mexicano de Tecnologia del Agua,English,0.31,78,0.7,85,0.224,77,0.92,16.0,0.0,0.0,7.38,70.0,70.0,0.0,0.0,"Soto-Montes-de-Oca, G., Ramirez-Fuentes, G.A., Ramírez-Macario, L.A. (2024).Access to water service and vulnerability to COVID-19: The case of Mexico City. Tecnologia y Ciencias del Agua,15(1) 189-232",https://www.scopus.com/record/display.url?eid=2-s2.0-85190456619&origin=resultslist,10.24850/j-tyca-15-01-05,Article,Gold|Green,2-s2.0-85190456619,-,Universidad Autónoma Metropolitana| Centro de Investigacion y Docencia Economicas,505017| 703029,Academic,2.0,60024080| 123516949| 60022321,Universidad Autónoma Metropolitana Unidad Cuajimalpa| School of Environmental Sciences| Centro de Investigación y Docencia Económicas,14322543100,58986311400,14322543100,-,United Kingdom| Mexico,2.0,2205| 2312,Civil and Structural Engineering| Water Science and Technology,2,Engineering & Technology,220| 424,Engineering - Civil & Structural| Environmental Sciences,36| 37,Engineering| Physical Sciences,40| 37,Engineering| Earth Sciences,3707| 4004| 3709,Hydrology| Chemical engineering| Physical geography and environmental geoscience,SDG 3,"Nutrition, Food Security, and Family Dynamics",918,74.232,Water Insecurity and Its Impact on Health,48836,91.282,Definitive,Internacional,2.0
