Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Caballero, G.",57192711444,Limestone as a sustainable remediation option for water contaminated with fluoride,"Labastida, I.| Armienta, M.A.| Beltrán, M.| Caballero, G.| Romero, P.| Rosales, M.A.",6.0,25650180400| 7003338266| 36823378500| 57192711444| 57196667128| 58425625800,2017.0,2017-12-01,Journal of Geochemical Exploration,183,-,206-213,-,ISSN-03756742,23222.0,Journal,Elsevier B.V.,English,1.39,14,5.4,15,0.916,15,1.58,45.0,22.0,1.07,9.35,25.0,27.0,0.0,0.0,"Labastida, I., Armienta, M.A., Beltrán, M. and 3 more (...) (2017).Limestone as a sustainable remediation option for water contaminated with fluoride. Journal of Geochemical Exploration,183206-213",https://www.scopus.com/record/display.url?eid=2-s2.0-85007603398&origin=resultslist,10.1016/j.gexplo.2016.12.001,Article,,2-s2.0-85007603398,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,25650180400,58425625800,25650180400,-,Mexico,1.0,1905| 1906,Economic Geology| Geochemistry and Petrology,2| 4,Engineering & Technology| Natural Sciences,416| 450| 249| 247,Earth & Marine Sciences| Geology| Engineering - Petroleum| Engineering - Mineral & Mining,37,Physical Sciences,37,Earth Sciences,3705| 3703,Geology| Geochemistry,SDG 6,Adsorption Mechanisms for Metal Ion Removal,54,98.234,Fluoride Removal Techniques for Potable Water,3098,98.528,Very Good,Nacional,2.0
