Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rodríguez-Manzo, Fausto E.",55354815600,A qualitative exploration of urban environmental noise in Mexico City,"Rodríguez-Manzo, F.E.| González, L.J.",2.0,55354815600| 57218712790,2020.0,2020-12-01,Estudios Demograficos y Urbanos,35,3,803-838,-,ISSN-01867210,26808.0,Journal,"Colegio de Mexico, A.C., Departamento de Publicaciones",Spanish,0.65,54,0.5,61,0.221,53,1.36,44.0,5.0,0.35,8.5,54.0,55.0,0.0,0.0,"Rodríguez-Manzo, F.E., González, L.J. (2020).A qualitative exploration of urban environmental noise in Mexico City. Estudios Demograficos y Urbanos,35(3) 803-838",https://www.scopus.com/record/display.url?eid=2-s2.0-85090163161&origin=resultslist,10.24201/edu.v35i3.1934,Article,Gold|Green,2-s2.0-85090163161,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 60014923,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana,55354815600,57218712790,55354815600| 57218712790,-,Mexico,1.0,3317| 3322,Demography| Urban Studies,3,Social Sciences & Management,106| 342| 425,Architecture| Sociology| Geography,40,Social Sciences,38| 44,Economics| Human Society,3801| 3899| 4403,Applied economics| Other economics| Demography,SDG 3| SDG 11,Urban Soundscapes and Health Impacts,1289,31.066,Health Impacts of Noise Pollution Exposure,3433,97.689,Very Good,UAM,1.0
