Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García-Pérez, Viani",57395061700,Spatial and seasonal dynamics of the methane cycle in a tropical coastal lagoon and its tributary river,"Aguirrezabala-Cámpano, T.| Gonzalez-Valencia, R.| García-Pérez, V.| Torres-Alvarado, R.| Pangala, S.R.| Thalasso, F.",6.0,57207115866| 55809678600| 57395061700| 6507765174| 35810963100| 6603591328,2022.0,2022-06-15,Science of the Total Environment,825,-,-,154074,ISSN-00489697,25349.0,Journal,Elsevier B.V.,English,2.02,6,16.8,5,1.946,6,0.67,26.0,7.0,0.24,20.99,39.0,65.0,0.0,0.0,"Aguirrezabala-Cámpano, T., Gonzalez-Valencia, R., García-Pérez, V. and 3 more (...) (2022).Spatial and seasonal dynamics of the methane cycle in a tropical coastal lagoon and its tributary river. Science of the Total Environment,825",https://www.scopus.com/record/display.url?eid=2-s2.0-85125480349&origin=resultslist,10.1016/j.scitotenv.2022.154074,Article,,2-s2.0-85125480349,35217060,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Lancaster University,505002| 505017| 315028,Academic| Government,3.0,60017323| 60014923| 60023643| 60117630,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Lancaster University| Lancaster Environment Centre,57207115866,6603591328,6603591328,-,United Kingdom| Mexico,2.0,2304| 2305| 2310| 2311,Environmental Chemistry| Environmental Engineering| Pollution| Waste Management and Disposal,4| 3| 2,Natural Sciences| Social Sciences & Management| Engineering & Technology,424| 249,Environmental Sciences| Engineering - Petroleum,37,Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 13,Waste Management Strategies for Carbon Emission Reduction,447,91.694,Carbon Dynamics in Aquatic Ecosystems and Reservoirs,3876,98.793,Very Good,Internacional,2.0
