Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Ramírez, F.",57205641678,Emulating tightly bound electrons in crystalline solids using mechanical waves,"Ramírez-Ramírez, F.| Flores-Olmedo, E.| Báez, G.| Sadurní, E.| Méndez-Sánchez, R.A.",5.0,57205641678| 55420208100| 15020384600| 56002688300| 57221680249,2020.0,2020-12-01,Scientific Reports,10,1,-,10229,ISSN-20452322,21100200805.0,Journal,Nature Research,English,1.39,16,7.1,7,1.24,8,0.54,18.0,17.0,0.39,23.0,28.0,53.0,0.0,0.0,"Ramírez-Ramírez, F., Flores-Olmedo, E., Báez, G. and 2 more (...) (2020).Emulating tightly bound electrons in crystalline solids using mechanical waves. Scientific Reports,10(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85086782557&origin=resultslist,10.1038/s41598-020-67108-0,Article,Gold|Green,2-s2.0-85086782557,32576887,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505001| 505017| 505023,Academic,3.0,60023193| 60024830| 60172289,Universidad Autónoma Metropolitana - Azcapotzalco| Benemérita Universidad Autónoma de Puebla| Universidad Nacional Autónoma de México Campus Morelos,57205641678,57221680249,57221680249,-,Mexico,1.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,-,Structural Health Monitoring Using Acoustic Techniques,301,82.93,Metamaterials for Enhanced Wave Propagation Control,616,99.488,Very Good,Nacional,3.0
