Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gutiérrez, Héctor J.Delgadillo",55963885400,Rosmarinus officinallis improves learning and memory of mouse model of Morris water maze,"Flores, T.V.B.| López, D.H.| González, M.L.P.| Gutiérrez, H.J.D.| Castañeda, C.R.",5.0,59159444500| 57201057492| 57201061748| 55963885400| 7101933223,2017.0,2017-04-01,Archivos de Neurociencias,22,2,6-12,-,ISSN-10285938,91878.0,Journal,Instituto Nacional de Neurologia y Neurocirurgia,Spanish,0.06,91,0.1,98,0.111,93,0.92,44.0,0.0,0.0,11.24,82.0,72.0,0.0,0.0,"Flores, T.V.B., López, D.H., González, M.L.P. and 2 more (...) (2017).Rosmarinus officinallis improves learning and memory of mouse model of Morris water maze. Archivos de Neurociencias,22(2) 6-12",https://www.scopus.com/record/display.url?eid=2-s2.0-85043229281&origin=resultslist,-,Article,,2-s2.0-85043229281,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,59159444500,7101933223,59159444500,-,Mexico,1.0,2728| 2808,Neurology (clinical)| Neurology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3209,Neurosciences,-,Innovative Approaches in Acetylcholinesterase Inhibition,848,43.362,Memantine's Role in Alzheimer's Disease Treatment,23535,75.199,Very Good,UAM,1.0
