Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ortiz-Martínez, Enrique",57705311200,Calculation of the half life for the thermoluminescent signal of Beryllium oxide,"Azorín-Nieto, J.| Furetta, C.| Ortiz-Martínez, E.| Azorin-Vega, C.",4.0,55507899200| 56216378800| 57705311200| 57705871300,2022.0,2022-08-01,Applied Radiation and Isotopes,186,-,-,110291,ISSN-09698043,40907.0,Journal,Elsevier Ltd,English,0.85,39,2.9,54,0.419,51,0.98,16.0,3.0,0.35,8.49,56.0,58.0,0.0,0.0,"Azorín-Nieto, J., Furetta, C., Ortiz-Martínez, E. and 1 more (...) (2022).Calculation of the half life for the thermoluminescent signal of Beryllium oxide. Applied Radiation and Isotopes,186",https://www.scopus.com/record/display.url?eid=2-s2.0-85130598012&origin=resultslist,10.1016/j.apradiso.2022.110291,Article,,2-s2.0-85130598012,35617892,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60014923| 60019176,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,55507899200,57705871300,55507899200,-,Mexico,1.0,3108,Radiation,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,32,Biomedical And Clinical Sciences,3202| 3211,Clinical sciences| Oncology and carcinogenesis,-,Thermoluminescence Properties of Advanced Phosphors,1292,15.37,Thermoluminescence Properties in Dosimetry Applications,5044,92.234,Definitive,Nacional,2.0
