Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández Paulino, Carlos Gerardo",57202994209,"The legend of the water snake, protector of the village of San Bernardo (Oaxaca, Mexico): Zapotecan mythic substrate and pluricultural dispersion","Hernández Paulino, C.G.",1.0,57202994209,2018.0,2018-01-01,Boletin de Literatura Oral,8,1,165-176,-,ISSN-21730695,21100810884.0,Journal,"Universidad de Jaen, Departamento de Filologia Espanola",Spanish,0.1,90,0,85,0.1,80,0.69,9.0,2.0,1.1,1.82,68.0,26.0,0.0,0.0,"Hernández Paulino, C.G. (2018).The legend of the water snake, protector of the village of San Bernardo (Oaxaca, Mexico): Zapotecan mythic substrate and pluricultural dispersion. Boletin de Literatura Oral,8(1) 165-176",https://www.scopus.com/record/display.url?eid=2-s2.0-85050152614&origin=resultslist,10.17561/blo.v8.9,Article,Gold|Green,2-s2.0-85050152614,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57202994209,57202994209,Mexico,1.0,1202| 1203| 1208| 3310| 3314,History| Language and Linguistics| Literature and Literary Theory| Linguistics and Language| Anthropology,1| 3,Arts & Humanities| Social Sciences & Management,304| 123| 126| 130,Anthropology| English Language & Literature| History| Linguistics,40| 33,Social Sciences| Arts and Humanities,36| 44| 47,"Creative Arts And Writing| Human Society| Language, Communication And Culture",4401| 3604| 4703,Anthropology| Performing arts| Language studies,-,Renaissance Perspectives on Medicine and Philosophy,1348,2.551,Cultural Narratives of Belief and Death,59610,19.614,Definitive,Personal,1.0
