Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Figueroa, Maricela G.",56000867600,Exponential Synchronization of Chaotic Xian System Using Linear Feedback Control,"Humberto Pérez-Cruz, J.| Tamayo-Meza, P.A.| Figueroa, M.| Silva-Ortigoza, R.| Ponce-Silva, M.| Rivera-Blas, R.| Aldape-Pérez, M.",7.0,55975273400| 36631075300| 56000867600| 8730869500| 57214792733| 57191993893| 23396145900,2019.0,2019-01-01,Complexity,2019,-,-,4706491,ISSN-10762787,25823.0,Journal,Hindawi Limited,English,0.9,37,3.2,14,0.507,15,1.19,40.0,17.0,0.83,13.23,29.0,34.0,0.0,0.0,"Humberto Pérez-Cruz, J., Tamayo-Meza, P.A., Figueroa, M. and 4 more (...) (2019).Exponential Synchronization of Chaotic Xian System Using Linear Feedback Control. Complexity,2019",https://www.scopus.com/record/display.url?eid=2-s2.0-85070477844&origin=resultslist,10.1155/2019/4706491,Article,Gold|Green,2-s2.0-85070477844,-,"Centro Nacional de Investigacion y Desarrollo Tecnologico, Mexico| Tecnológico Nacional de México, Mexico City| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional",707052| 719128| 505017| 505011,Academic,4.0,60019176| 60023193| 60134870| 60007127,"Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco| Tecnológico Nacional de México| Centro Nacional de Investigación y Desarrollo Tecnológico, Mexico",55975273400,23396145900,55975273400,-,Mexico,1.0,1000| 1700,Multidisciplinary| General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46| 49,Information And Computing Sciences| Mathematical Sciences,-,-,-,Dynamics of Chaotic Systems and Synchronization,578,47.417,Adaptive Control Methods for Chaotic Systems Synchronization,1178,87.278,Very Good,Nacional,4.0
