Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Solis, Fátima Itzel Martínez",57283640200,Presence of aflatoxin B1 in goat feed in goat milk production units of the Mexican Highlands,"González, J.J.P.| y León, S.V.| Tolentino, R.G.| Bermúdez, B.S.S.| Solis, F.I.M.| Medina, A.C.E.",6.0,57194042830| 57284300400| 56887881100| 36479746200| 57283640200| 7101621099,2021.0,2021-04-01,Revista Mexicana De Ciencias Pecuarias,12,2,598-608,-,ISSN-20071124,19700201528.0,Journal,INIFAP-CENID Parasitologia Veterinaria,English,0.49,65,0.8,69,0.216,60,0.47,8.0,0.0,0.0,5.9,82.0,79.0,0.0,0.0,"González, J.J.P., y León, S.V., Tolentino, R.G. and 3 more (...) (2021).Presence of aflatoxin B1 in goat feed in goat milk production units of the Mexican Highlands. Revista Mexicana De Ciencias Pecuarias,12(2) 598-608",https://www.scopus.com/record/display.url?eid=2-s2.0-85116311521&origin=resultslist,10.22319/RMCP.V12I2.4856,Article,Gold|Green,2-s2.0-85116311521,-,Universidad Autónoma Metropolitana| Centro Nacional de Sanidad Agropecuaria,505017| 722363,Academic,2.0,60014923| 60077491,Universidad Autónoma Metropolitana| Centro Nacional de Sanidad Agropecuaria,57194042830,7101621099,56887881100,-,Mexico| Cuba,2.0,1103| 3400,Animal Science and Zoology| General Veterinary,5,Life Sciences & Medicine,546| 502,Veterinary Science| Agriculture & Forestry,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3003| 3009| 3109,Animal production| Veterinary sciences| Zoology,-,Mycotoxin Detection and Impact on Health,642,76.39,Aflatoxin Contamination in Dairy Products and Health Risks,11835,89.359,Very Good,Internacional,1.0
