Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García, Yankel Peralta",57907696600,"EVIL, MACROECONOMICS AND NATIONAL-SOCIALISM","García, Y.P.",1.0,57907696600,2022.0,2022-07-01,En-Claves del Pensamiento,-,32,-,e534,ISSN-1870879X,21101053115.0,Journal,Instituto Tecnologico y de Estudios Superiores de Monterrey,Spanish,0.23,83,0.1,66,0.101,81,10.43,101.0,0.0,0.0,1.37,81.0,80.0,0.0,0.0,"García, Y.P. (2022).EVIL, MACROECONOMICS AND NATIONAL-SOCIALISM. En-Claves del Pensamiento,(32) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85138834837&origin=resultslist,10.46530/ecdp.v0i32.e534,Article,Gold,2-s2.0-85138834837,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57907696600,57907696600,Mexico,1.0,1202| 1208| 1211| 1212| 1213,History| Literature and Literary Theory| Philosophy| Religious Studies| Visual Arts and Performing Arts,1,Arts & Humanities,145| 138| 136| 123| 126,"Theology, Divinity & Religious Studies| Philosophy| Performing Arts| English Language & Literature| History",33,Arts and Humanities,50| 44,Philosophy And Religious Studies| Human Society,5001| 4405| 5003,Applied ethics| Gender studies| Philosophy,-,Populism and Political Dynamics in Democracy,1382,40.942,Marxist Perspectives on Dependency in Latin America,29110,50.875,Definitive,Personal,1.0
