Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Pérez-Martínez, Tania Merit",59299522800,Decolorization of RB-5 azo dye with La0.8Sr0.2Fe1-yCoyO3±δ(LSFC) perovskite,"Pérez-Martínez, T.M.| de la Huerta-Hernández, G.E.| Rodríguez-Flores, T.| Chávez-Carvayar, J.A.| Hernández-Pérez, I.",5.0,59299522800| 57859906100| 57857406700| 6602668354| 6602983950,2024.0,2024-12-01,MRS Advances,9,21,1631-1636,113160,ISSN-20598521,21100849700.0,Journal,Springer Nature,English,0.41,70,1.5,67,0.253,69,0.53,8.0,0.0,0.0,8.42,70.0,70.0,0.0,0.0,"Pérez-Martínez, T.M., de la Huerta-Hernández, G.E., Rodríguez-Flores, T. and 2 more (...) (2024).Decolorization of RB-5 azo dye with La0.8Sr0.2Fe1-yCoyO3±δ(LSFC) perovskite. MRS Advances,9(21) 1631-1636",https://www.scopus.com/record/display.url?eid=2-s2.0-85202206226&origin=resultslist,10.1557/s43580-024-00933-x,Article,,2-s2.0-85202206226,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442| 60005971,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Instituto de Investigaciones en Materiales,59299522800,6602983950,57859906100,-,Mexico,1.0,2210| 2211| 2500| 3104,Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,433| 222| 439,Materials Science| Engineering - Mechanical| Physics & Astronomy,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,3403| 4016| 4018,Macromolecular and materials chemistry| Materials engineering| Nanotechnology,-,Catalytic Innovations in Diesel Emission Control,645,72.008,Perovskite Nanoparticles for Environmental Applications,29262,88.795,Definitive,Nacional,2.0
