Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Itzel Jatziri, Contreras García",57201338806,Effect of levetiracetam on extracellular amino acid levels in the dorsal hippocampus of rats with temporal lobe epilepsy,"Luz Adriana, P.M.| Blanca Alcira, R.M.| Itzel Jatziri, C.G.| Sergio Roberto, Z.H.| Juan Luis, C.P.| Karla Berenice, S.H.| Julieta Griselda, M.T.",7.0,57201339237| 57201341073| 57201338806| 57201398699| 57201333661| 50162149700| 57201342476,2018.0,2018-02-01,Epilepsy Research,140,-,111-119,-,ISSN-09201211,15514.0,Journal,Elsevier B.V.,English,0.94,34,4.2,36,0.963,37,4.92,109.0,25.0,0.93,11.83,22.0,31.0,0.0,0.0,"Luz Adriana, P.M., Blanca Alcira, R.M., Itzel Jatziri, C.G. and 4 more (...) (2018).Effect of levetiracetam on extracellular amino acid levels in the dorsal hippocampus of rats with temporal lobe epilepsy. Epilepsy Research,140111-119",https://www.scopus.com/record/display.url?eid=2-s2.0-85044381286&origin=resultslist,10.1016/j.eplepsyres.2018.01.004,Article,,2-s2.0-85044381286,29331845,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Instituto Nacional de Pediatria,505017| 505011| 505041,Government| Academic,3.0,60019176| 60004914| 60014923,Instituto Politécnico Nacional| Instituto Nacional de Pediatría| Universidad Autónoma Metropolitana,57201339237,57201342476,57201342476,-,Mexico,1.0,2728| 2808,Neurology (clinical)| Neurology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 52,Biomedical And Clinical Sciences| Psychology,5202| 5203| 3209,Biological psychology| Clinical and health psychology| Neurosciences,-,Efficacy and Mechanisms of Antiepileptic Drugs,1108,24.591,Levetiracetam's Role in Epilepsy Management,13255,87.182,Very Good,Nacional,3.0
