Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Aguirre-Garridod, J. F.",59455509300,"Complete genome sequence of halomonas venusta type strain DSM 4743, a moderately halophilic marine bacterium","Martinez-Abarca, F.| Hernández-Soto, L.M.| Ramírez-Saad, H.C.| Aguirre-Garridod, J.F.",4.0,6602471863| 57213813420| 6507161690| 59455509300,2021.0,2021-05-01,Microbiology Resource Announcements,10,18,-,e00144-21,ISSN-2576098X,21100884986.0,Journal,American Society for Microbiology,English,0.3,78,1.6,60,0.303,75,0.69,13.0,5.0,0.42,9.47,51.0,53.0,0.0,0.0,"Martinez-Abarca, F., Hernández-Soto, L.M., Ramírez-Saad, H.C. and 1 more (...) (2021).Complete genome sequence of halomonas venusta type strain DSM 4743, a moderately halophilic marine bacterium. Microbiology Resource Announcements,10(18) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85105715198&origin=resultslist,10.1128/MRA.00144-21,Article,Gold|Green,2-s2.0-85105715198,-,CSIC| CSIC - Experimental Station of Zaidín| Universidad Autónoma Metropolitana,312004| 714784| 505017,Academic| Government,3.0,60009708| 60112837| 60010210,CSIC - Estación Experimental del Zaidín (EEZ)| Universidad Autónoma Metropolitana-Lerma| Universidad Autónoma Metropolitana Unidad Xochimilco,6602471863,59455509300,59455509300,-,Mexico| Spain,2.0,1311| 1312| 2401,Genetics| Molecular Biology| Immunology and Microbiology (miscellaneous),5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31,Biological Sciences,3104| 3107| 3105,Evolutionary biology| Microbiology| Genetics,-,Microbial Diversity and Gene Analysis in Pathogens,40,89.993,Halomonas and Marinobacter: Insights into Marine Microbial Diversity,64632,61.554,Defensible,Internacional,1.0
