Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández, María",59676704900,The harassment of conservation land in Mexico City through forest fires,"Hernández, M.| Andrews, N.| Vilches-Blázquez, L.M.",3.0,59676704900| 59676145700| 16318233100,2024.0,2024-09-01,Revista de Geografia Norte Grande,2024-,88,-,-,ISSN-03798682,66304.0,Journal,Revista de Geografia Norte Grande,Spanish,0.44,68,1,72,0.259,59,0.81,14.0,2.0,0.35,5.78,45.0,55.0,0.0,0.0,"Hernández, M., Andrews, N., Vilches-Blázquez, L.M. (2024).The harassment of conservation land in Mexico City through forest fires. Revista de Geografia Norte Grande,2024-(88) ",https://www.scopus.com/record/display.url?eid=2-s2.0-86000488490&origin=resultslist,10.4067/S0718-34022024000200108,Article,Gold|Green,2-s2.0-86000488490,-,Technical University of Madrid| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,312041| 505017| 505011,Academic,3.0,60014923| 127785757| 60028442| 60019176,Universidad Autónoma Metropolitana| Investigadora independiente| Universidad Politécnica de Madrid| Instituto Politécnico Nacional,59676704900,16318233100,-,-,Mexico| Spain,2.0,1904| 3305,"Earth-Surface Processes| Geography, Planning and Development",3| 4,Social Sciences & Management| Natural Sciences,451| 416| 425| 450,Geophysics| Earth & Marine Sciences| Geography| Geology,40| 37,Social Sciences| Physical Sciences,44,Human Society,4406,Human geography,SDG 15,Circular Economy and Life Cycle Assessment Integration,426,98.692,Material Flow Dynamics in Resource Management,9297,96.199,Definitive,Internacional,2.0
