Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mendoza-Sánchez, José Edwin",58083554000,Sperm calcium flux and membrane potential hyperpolarization observed in the Mexican big-eared bat Corynorhinus mexicanus,"Mendoza-Sánchez, J.E.| Rodríguez-Tobón, A.| Arenas-Ríos, E.| Orta-Salazar, G.J.| León-Galván, M.A.| Cruz, C.L.T.S.| Chávez, J.C.",7.0,58083554000| 57189640433| 11540211600| 58083518200| 6508085465| 7004675745| 39561028700,2023.0,2023-01-01,Journal of Experimental Biology,226,2,-,jeb244878,ISSN-00220949,29605.0,Journal,Company of Biologists Ltd,English,0.94,31,5.5,9,1.017,5,0.87,13.0,2.0,0.28,7.14,56.0,61.0,0.0,0.0,"Mendoza-Sánchez, J.E., Rodríguez-Tobón, A., Arenas-Ríos, E. and 4 more (...) (2023).Sperm calcium flux and membrane potential hyperpolarization observed in the Mexican big-eared bat Corynorhinus mexicanus. Journal of Experimental Biology,226(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85147092602&origin=resultslist,10.1242/jeb.244878,Article,Hybrid gold|Green,2-s2.0-85147092602,36541225,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60011300,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto de Biotecnología de la UNAM,58083554000,39561028700,39561028700,-,Mexico,1.0,1103| 1104| 1105| 1109| 1312| 1314,"Animal Science and Zoology| Aquatic Science| Ecology, Evolution, Behavior and Systematics| Insect Science| Molecular Biology| Physiology",5,Life Sciences & Medicine,503| 507| 502,Anatomy & Physiology| Biological Sciences| Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,-,-,-,Sperm Quality and Male Fertility Factors,323,58.862,Mechanisms of Sperm Capacitation and Acrosome Reaction,3600,90.391,Definitive,Nacional,2.0
