Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Buendia-Rios, Tania Mayte",57222636283,Kepler's shaping of Mars' orbit or astronomy on a tabletop,"Buendia-Rios, T.M.| Fabián, F.E.| Guzmán, E.| Molina, A.M.| Núnez-Yépez, H.N.| Salas-Brito, A.L.",6.0,57222636283| 57222634145| 57222638529| 57222631965| 6701913597| 56013859000,2021.0,2021-05-01,European Journal of Physics,42,3,-,035008,ISSN-01430807,27536.0,Journal,Institute of Physics,English,0.97,34,1.6,62,0.391,52,0.93,20.0,0.0,0.0,14.31,82.0,79.0,0.0,0.0,"Buendia-Rios, T.M., Fabián, F.E., Guzmán, E. and 3 more (...) (2021).Kepler's shaping of Mars' orbit or astronomy on a tabletop. European Journal of Physics,42(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85103540426&origin=resultslist,10.1088/1361-6404/abe056,Article,,2-s2.0-85103540426,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381| 60023193,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco,57222636283,56013859000,56013859000,-,Mexico,1.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5103,Classical physics,-,Mathematics and Philosophy in Historical Contexts,1510,0.916,Intersections of Ancient Astronomy and Medical Philosophy,36248,20.51,Defensible,UAM,1.0
