Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Salas-Márquez, Usiel",58042456300,Time–frequency characteristics of the vibrations underlying the first fetal heart sound: a preliminary study,"Jiménez-González, A.| Salas-Márquez, U.",2.0,56013650200| 58042456300,2023.0,2023-03-01,Medical and Biological Engineering and Computing,61,3,739-756,-,ISSN-01400118,17979.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.99,28,6,31,0.641,41,0.8,19.0,2.0,0.15,12.99,56.0,70.0,0.0,0.0,"Jiménez-González, A., Salas-Márquez, U. (2023).Time–frequency characteristics of the vibrations underlying the first fetal heart sound: a preliminary study. Medical and Biological Engineering and Computing,61(3) 739-756",https://www.scopus.com/record/display.url?eid=2-s2.0-85145574315&origin=resultslist,10.1007/s11517-022-02756-0,Article,,2-s2.0-85145574315,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56013650200,58042456300,56013650200,-,Mexico,1.0,1706| 2204,Computer Science Applications| Biomedical Engineering,2,Engineering & Technology,212| 507| 213,Computer Science & Information Systems| Biological Sciences| Data Science,36| 38,Engineering| Computer Science,40| 46,Engineering| Information And Computing Sciences,4611| 4003| 4603,Machine learning| Biomedical engineering| Computer vision and multimedia computation,-,Cardiovascular Monitoring and Neonatal Care,636,64.879,Fetal Heart Monitoring throughPhonocardiography Techniques,85990,55.009,Definitive,UAM,1.0
