Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Aranda, Claudia",57203968457,Theoretical rate constant of methane oxidation from the conventional transition-state theory,"Aranda, C.| Richaud, A.| Méndez, F.| Domínguez, A.",4.0,57203968457| 6505726935| 56013834200| 23966360200,2018.0,2018-10-01,Journal of Molecular Modeling,24,10,-,294,ISSN-16102940,57844.0,Journal,Springer Verlag,English,0.51,64,2.2,44,0.37,53,0.49,16.0,6.0,0.23,12.77,51.0,63.0,0.0,0.0,"Aranda, C., Richaud, A., Méndez, F. and 1 more (...) (2018).Theoretical rate constant of methane oxidation from the conventional transition-state theory. Journal of Molecular Modeling,24(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85053833870&origin=resultslist,10.1007/s00894-018-3829-y,Article,,2-s2.0-85053833870,30255207,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57203968457,23966360200,56013834200,-,Mexico,1.0,1503| 1604| 1605| 1606| 1703| 1706,Catalysis| Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Computational Theory and Mathematics| Computer Science Applications,4| 2,Natural Sciences| Engineering & Technology,249| 212| 213| 219| 409,Engineering - Petroleum| Computer Science & Information Systems| Data Science| Engineering - Chemical| Chemistry,36| 37| 38,Engineering| Physical Sciences| Computer Science,34,Chemical Sciences,3406| 3407| 3404,Physical chemistry| Theoretical and computational chemistry| Medicinal and biomolecular chemistry,-,Soot Formation and Reaction Mechanisms in Combustion,1106,40.615,Ignition Delay Mechanisms in Gas Mixtures,23117,77.696,Defensible,UAM,1.0
