Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zarabozo, Irene Fonte",57212601619,International politics beyond the usual channels: A president writes to a people other than his own,"Zarabozo, I.F.",1.0,57212601619,2020.0,2020-01-01,Discourse and Society,31,1,106-122,-,ISSN-09579265,13524.0,Journal,SAGE Publications Ltd,English,1.53,13,2.6,10,0.651,13,1.16,23.0,2.0,0.38,5.27,68.0,53.0,0.0,0.0,"Zarabozo, I.F. (2020).International politics beyond the usual channels: A president writes to a people other than his own. Discourse and Society,31(1) 106-122",https://www.scopus.com/record/display.url?eid=2-s2.0-85077187607&origin=resultslist,10.1177/0957926519877692,Article,,2-s2.0-85077187607,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57212601619,57212601619,Mexico,1.0,1203| 3310| 3312| 3315,Language and Linguistics| Linguistics and Language| Sociology and Political Science| Communication,1| 3,Arts & Humanities| Social Sciences & Management,342| 130| 311,Sociology| Linguistics| Communication & Media Studies,40| 33,Social Sciences| Arts and Humanities,47| 44| 52,"Language, Communication And Culture| Human Society| Psychology",-,-,-,Pragmatic Discourse in Language and Media Contexts,799,43.754,Language and Power in Political Discourse,872,95.605,Very Good,Personal,1.0
