Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Trejo-Castillo, Rubén",57221462564,Cometabolic biotransformation of benzotriazole in nitrifying batch cultures,"Trejo-Castillo, R.| El Kassis, E.G.| Cuervo-López, F.| Texier, A.-C.",4.0,57221462564| 57208622808| 26649394800| 55995939300,2021.0,2021-05-01,Chemosphere,270,-,-,129461,ISSN-00456535,24657.0,Journal,Elsevier Ltd,English,1.57,13,11.7,3,1.505,7,1.83,62.0,15.0,0.53,16.96,27.0,46.0,0.0,0.0,"Trejo-Castillo, R., El Kassis, E.G., Cuervo-López, F. and 1 more (...) (2021).Cometabolic biotransformation of benzotriazole in nitrifying batch cultures. Chemosphere,270",https://www.scopus.com/record/display.url?eid=2-s2.0-85099194659&origin=resultslist,10.1016/j.chemosphere.2020.129461,Article,,2-s2.0-85099194659,33412355,Universidad Autónoma Metropolitana| Universidad Popular Autonoma de Puebla,505017| 505057,Academic,2.0,60028381| 60022112,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Popular Autónoma del Estado de Puebla,57221462564,55995939300,55995939300,-,Mexico,1.0,1600| 2304| 2305| 2307| 2310| 2739,"General Chemistry| Environmental Chemistry| Environmental Engineering| Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health",3| 2| 5| 4,Social Sciences & Management| Engineering & Technology| Life Sciences & Medicine| Natural Sciences,249| 409| 532| 424,Engineering - Petroleum| Chemistry| Medicine| Environmental Sciences,37| 34,Physical Sciences| Medical and Health,MD,Multidisciplinary,MD,Multidisciplinary,SDG 6,Environmental Impact of Pharmaceuticals and Contaminants,153,98.169,Benzotriazole Contamination and Water Quality Management,26996,88.746,Very Good,Nacional,2.0
