Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Alcaraz-Sosa, L. E.",57574393100,First identification of Mycobacterium avium subsp. paratuberculosis in wild ruminants in a zoo in Mexico,"Hernández-Reyes, A.L.| Chávez-Gris, G.| Maldonado-Castro, E.| Alcaraz-Sosa, L.E.| Díaz-Negrete, M.T.",5.0,57574212400| 6506908856| 56596830900| 57574393100| 57574472000,2022.0,2022-03-01,Veterinary World,15,3,655-661,-,ISSN-09728988,21100201717.0,Journal,Veterinary World,English,0.95,33,3.2,20,0.433,33,0.93,16.0,7.0,1.24,5.62,39.0,23.0,0.0,0.0,"Hernández-Reyes, A.L., Chávez-Gris, G., Maldonado-Castro, E. and 2 more (...) (2022).First identification of Mycobacterium avium subsp. paratuberculosis in wild ruminants in a zoo in Mexico. Veterinary World,15(3) 655-661",https://www.scopus.com/record/display.url?eid=2-s2.0-85128123782&origin=resultslist,10.14202/vetworld.2022.655-661,Article,Gold|Green,2-s2.0-85128123782,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60172283| 60014923| 60010210| 126157787,Universidad Nacional Autónoma de México| UNAM campus Juriquilla| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Secretariat of Environment of Mexico City,57574212400,57574472000,6506908856,-,Mexico,1.0,3400,General Veterinary,5,Life Sciences & Medicine,546,Veterinary Science,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3109| 3009,Zoology| Veterinary sciences,SDG 15,Inflammatory Bowel Disease and Patient Quality of Life,109,82.538,Paratuberculosis and Mycobacterium Avium Insights,1117,88.671,Definitive,Nacional,2.0
