Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Espinosa-Paiedes, G.",57222030099,INHOUR EQUATION BASED ON P1 APPROXIMATION OF NEUTRON TRANSPORT THEORY,"Espinosa-Paiedes, G.| Polo-Labairios, M.A.| Suescún-Díaz, D.",3.0,57222030099| 57222019901| 22636278000,2021.0,2021-01-01,ARPN Journal of Engineering and Applied Sciences,16,1,26-32,-,ISSN-18196608,21100200825.0,Journal,Asian Research Publishing Network,English,0.38,72,1,69,0.252,58,0.52,14.0,0.0,0.0,10.93,82.0,79.0,0.0,0.0,"Espinosa-Paiedes, G., Polo-Labairios, M.A., Suescún-Díaz, D. (2021).INHOUR EQUATION BASED ON P1 APPROXIMATION OF NEUTRON TRANSPORT THEORY. ARPN Journal of Engineering and Applied Sciences,16(1) 26-32",https://www.scopus.com/record/display.url?eid=2-s2.0-85101032565&origin=resultslist,-,Article,,2-s2.0-85101032565,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad Surcolombiana,505017| 505023| 708540,Academic,3.0,60028381| 60032442| 60070351,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México| Universidad Surcolombiana,57222030099,22636278000,57222030099,-,Mexico| Colombia,2.0,2200,General Engineering,2,Engineering & Technology,-,-,36,Engineering,40| 51,Engineering| Physical Sciences,5199| 4017| 4005,Other physical sciences| Mechanical engineering| Civil engineering,-,Nuclear Fuel and Thermal Hydraulics,655,27.796,Innovative Approaches in Nuclear Reactor Kinetics,36285,71.987,Definitive,Internacional,2.0
