Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Aruquipa, Saúl Roberto Quispe",57488250000,Instability of the current economic system from the perspective of the Austrian School,"Chapa, O.M.| Aruquipa, S.R.Q.| Castillo, J.E.S.",3.0,57488688300| 57488250000| 57488024000,2022.0,2022-01-01,Revista de Ciencias Sociales,28,1,74-89,-,ISSN-13159518,5600152899.0,Journal,Universidad del Zulia,Spanish,1.25,19,3.1,22,0.375,38,0.7,23.0,2.0,0.28,7.15,63.0,63.0,0.0,0.0,"Chapa, O.M., Aruquipa, S.R.Q., Castillo, J.E.S. (2022).Instability of the current economic system from the perspective of the Austrian School. Revista de Ciencias Sociales,28(1) 74-89",https://www.scopus.com/record/display.url?eid=2-s2.0-85126338678&origin=resultslist,10.31876/rcs.v28i1.37671,Article,Gold|Green,2-s2.0-85126338678,-,"Tecnológico Nacional de México, Mexico City| Universidad Autónoma de Tamaulipas| Universidad Autónoma Metropolitana",719128| 714293| 505017,Academic,3.0,60019607| 60134870| 60014923,Universidad Autónoma de Tamaulipas| Tecnológico Nacional de México| Universidad Autónoma Metropolitana,57488688300,57488024000,57488688300,-,Mexico,1.0,3300,General Social Sciences,3,Social Sciences & Management,-,-,40,Social Sciences,44| 39| 35,"Human Society| Education| Commerce, Management, Tourism And Services",3507| 4404| 3903,"Strategy, management and organisational behaviour| Development studies| Education systems",SDG 10,Peer Review Dynamics in Biomedical Research Networks,101,86.593,Influence of Author Order in Economics Publishing,8163,84.99,Very Good,Nacional,3.0
