Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Urteaga, Maritza",57967434300,Mexican youth: Structural violence and criminalization,"Castro-Pozo, M.U.| Hernández, H.C.M.",2.0,57967434300| 56442136600,2020.0,2020-01-01,Revista de Estudios Sociales,2020,73,44-57,-,ISSN-0123885X,5600155076.0,Journal,"Universidad de los Andes, Bogota Colombia",Spanish,1.02,31,0.8,16,0.196,24,1.98,40.0,12.0,1.83,3.83,36.0,14.0,0.0,0.0,"Castro-Pozo, M.U., Hernández, H.C.M. (2020).Mexican youth: Structural violence and criminalization. Revista de Estudios Sociales,2020(73) 44-57",https://www.scopus.com/record/display.url?eid=2-s2.0-85087287928&origin=resultslist,10.7440/res73.2020.04,Article,Gold|Green,2-s2.0-85087287928,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),505017| 702731,Academic,2.0,60014923| 60011923,Universidad Autónoma Metropolitana| Universidad Iberoamericana,57967434300,56442136600,-,-,Mexico,1.0,1201| 1202| 3300| 3312| 3316| 3318,Arts and Humanities (miscellaneous)| History| General Social Sciences| Sociology and Political Science| Cultural Studies| Gender Studies,1| 3,Arts & Humanities| Social Sciences & Management,342| 126| 311,Sociology| History| Communication & Media Studies,40| 33,Social Sciences| Arts and Humanities,44,Human Society,4410| 4401| 4402,Sociology| Anthropology| Criminology,SDG 10| SDG 16,Cultural Identity and Racial Dynamics in Brazil,1414,7.914,Intercultural Education and Indigenous Empowerment in Mexico,43381,63.785,Very Good,Nacional,2.0
