Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez-Portilla, Zacnite",57219416016,Incorporation of Bifidobacterium sp. into powder products through a fluidized bed process for enteric targeted release,"Sánchez-Portilla, Z.| Melgoza-Contreras, L.M.| Reynoso-Camacho, R.| Pérez-Carreón, J.I.| Gutiérrez-Nava, A.",5.0,57219416016| 7801520196| 55993764800| 6506490194| 6504527383,2020.0,2020-12-01,Journal of Dairy Science,103,12,11129-11137,-,ISSN-00220302,32795.0,Journal,Elsevier Inc.,English,1.84,8,6.2,4,1.483,2,1.53,38.0,19.0,0.91,9.92,25.0,30.0,1.0,0.0,"Sánchez-Portilla, Z., Melgoza-Contreras, L.M., Reynoso-Camacho, R. and 2 more (...) (2020).Incorporation of Bifidobacterium sp. into powder products through a fluidized bed process for enteric targeted release. Journal of Dairy Science,103(12) 11129-11137",https://www.scopus.com/record/display.url?eid=2-s2.0-85092647466&origin=resultslist,10.3168/jds.2020-18516,Article,Bronze,2-s2.0-85092647466,33069409,Universidad Autónoma Metropolitana| Instituto Nacional de Medicina Genomica| Universidad Autonoma Queretaro,505017| 707723| 505048,Government| Academic,3.0,60014923| 60010210| 60020052| 60095231,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma de Querétaro| Instituto Nacional de Medicina Genómica,57219416016,6504527383,6504527383,-,Mexico,1.0,1103| 1106| 1311,Animal Science and Zoology| Food Science| Genetics,5,Life Sciences & Medicine,502| 507,Agriculture & Forestry| Biological Sciences,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3009| 3006| 3003,Veterinary sciences| Food sciences| Animal production,-,Probiotics and Their Impact on Health,525,88.031,Probiotic Viability in Functional Food Development,1849,99.364,Definitive,Nacional,3.0
