Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Espinosa-Cazarín, Eric Fernando",58452931600,Seismic performance assessment of mid-rise confined masonry buildings,"Espinosa-Cazarín, E.F.| Terán-Gilmore, A.| Tapia-Hernández, E.",3.0,58452931600| 6603197571| 56626069100,2023.0,2023-08-01,Bulletin of Earthquake Engineering,21,10,5017-5039,-,ISSN-1570761X,145209.0,Journal,Springer Science and Business Media B.V.,English,1.79,7,8.9,5,1.088,13,3.98,74.0,7.0,0.66,10.56,31.0,41.0,0.0,0.0,"Espinosa-Cazarín, E.F., Terán-Gilmore, A., Tapia-Hernández, E. (2023).Seismic performance assessment of mid-rise confined masonry buildings. Bulletin of Earthquake Engineering,21(10) 5017-5039",https://www.scopus.com/record/display.url?eid=2-s2.0-85164021530&origin=resultslist,10.1007/s10518-023-01731-w,Article,,2-s2.0-85164021530,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,58452931600,56626069100,58452931600,-,Mexico,1.0,1908| 1909| 2205| 2215,Geophysics| Geotechnical Engineering and Engineering Geology| Civil and Structural Engineering| Building and Construction,4| 2,Natural Sciences| Engineering & Technology,249| 416| 247| 220| 451| 450| 106,Engineering - Petroleum| Earth & Marine Sciences| Engineering - Mineral & Mining| Engineering - Civil & Structural| Geophysics| Geology| Architecture,37| 36,Physical Sciences| Engineering,40,Engineering,4005,Civil engineering,SDG 11,Seismic Resilience in Structural Design and Analysis,328,87.443,Seismic Performance of Reinforced Masonry Structures,22964,85.98,Definitive,UAM,1.0
