Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García, Enrique",57198011243,Optimization of the exoskeleton of a cochineal to analyze its behavior in medium-scale models and prototypes,"Rochman, D.| Sánchez, A.| García, E.| Almaraz, A.",4.0,55490077900| 57195226482| 57198011243| 57203871750,2018.0,2018-01-01,Computer-Aided Design and Applications,16,1,35-49,-,ISSN-16864360,4700151607.0,Journal,"CAD Solutions, LLC",English,0.68,51,1.3,57,0.37,45,0.72,26.0,1.0,0.0,9.42,74.0,74.0,0.0,0.0,"Rochman, D., Sánchez, A., García, E. and 1 more (...) (2018).Optimization of the exoskeleton of a cochineal to analyze its behavior in medium-scale models and prototypes. Computer-Aided Design and Applications,16(1) 35-49",https://www.scopus.com/record/display.url?eid=2-s2.0-85053292011&origin=resultslist,10.14733/cadaps.2019.35-49,Article,Gold,2-s2.0-85053292011,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,55490077900,57203871750,55490077900,-,Mexico,1.0,1704| 2206| 2605,Computer Graphics and Computer-Aided Design| Computational Mechanics| Computational Mathematics,2| 4,Engineering & Technology| Natural Sciences,222| 431| 212,Engineering - Mechanical| Mathematics| Computer Science & Information Systems,37| 38| 36,Physical Sciences| Computer Science| Engineering,33| 46,Built Environment And Design| Information And Computing Sciences,4607| 3303,"Graphics, augmented reality and games| Design",-,Evolutionary Insights from Fossil Records and Species,972,27.992,Morphometric Insights into Evolutionary Shape Variation,5919,90.33,Defensible,UAM,1.0
