Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González-Renteria, Mariela",57219323908,Antibacterial activity of Lemna minor extracts against Pseudomonas fluorescens and safety evaluation in a zebrafish model,"González-Renteria, M.| del Carmen Monroy-Dosta, M.| Guzmán-García, X.| Hernández-Calderas, I.| Ramos-Lopez, Y.M.A.",5.0,57219323908| 42862021200| 56000890600| 57217163328| 35759391500,2020.0,2020-12-01,Saudi Journal of Biological Sciences,27,12,3465-3473,-,ISSN-1319562X,19400158383.0,Journal,Elsevier B.V.,English,1.81,8,5.3,10,0.71,18,1.34,31.0,18.0,0.75,8.0,26.0,35.0,0.0,0.0,"González-Renteria, M., del Carmen Monroy-Dosta, M., Guzmán-García, X. and 2 more (...) (2020).Antibacterial activity of Lemna minor extracts against Pseudomonas fluorescens and safety evaluation in a zebrafish model. Saudi Journal of Biological Sciences,27(12) 3465-3473",https://www.scopus.com/record/display.url?eid=2-s2.0-85092219257&origin=resultslist,10.1016/j.sjbs.2020.09.043,Article,Hybrid gold|Green,2-s2.0-85092219257,-,Universidad Autónoma Metropolitana| Universidad Autonoma Queretaro,505017| 505048,Academic,2.0,60014923| 60010210| 60028381| 60020052,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de Querétaro,57219323908,35759391500,57219323908,-,Mexico,1.0,1100,General Agricultural and Biological Sciences,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,-,-,SDG 14,Neuroscience Insights into Visual and Auditory Systems,778,36.625,Zebrafish as a Model for Developmental Toxicity,19639,94.698,Defensible,Nacional,2.0
