Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Patiño-López, Sergio",57212033409,Holographic superconductor from a noncommutative-inspired anti-de Sitter-Einstein-Born-Infeld black hole,"MacEda, M.| Patiño-López, S.",2.0,6505767160| 57212033409,2020.0,2020-01-01,International Journal of Modern Physics D,29,1,-,2050003,ISSN-02182718,28074.0,Journal,World Scientific Publishing Co. Pte Ltd,English,0.8,44,4.4,6,0.818,30,0.55,10.0,5.0,0.25,11.93,54.0,62.0,0.0,0.0,"MacEda, M., Patiño-López, S. (2020).Holographic superconductor from a noncommutative-inspired anti-de Sitter-Einstein-Born-Infeld black hole. International Journal of Modern Physics D,29(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85075796226&origin=resultslist,10.1142/S0218271820500030,Article,Green,2-s2.0-85075796226,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,6505767160,57212033409,-,-,Mexico,1.0,1912| 2610| 3103,Space and Planetary Science| Mathematical Physics| Astronomy and Astrophysics,4,Natural Sciences,451| 450| 416| 439,Geophysics| Geology| Earth & Marine Sciences| Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5101,Astronomical sciences,-,Interplay of Quantum Gravity and Conformal Field Theory,70,78.613,Holographic Insights into Black Hole Dynamics,615,93.563,Definitive,UAM,1.0
