Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Flores, Laura Josefina Pérez",57195921302,Botânica e fisiologia/ botany and physiology antioxidant activity and physicochemical parameters in ‘cuernavaqueña’ mexican plum (Spondias purpurea L.) at different ripening stages,"Vargas, A.S.| Juárez-López, P.| López-Martínez, V.| Flores, L.J.P.| Sánchez, D.G.| Alia-Tejacal, I.",6.0,57195922373| 55871322400| 6505903428| 57195921302| 25643587800| 16425139500,2017.0,2017-01-01,Revista Brasileira de Fruticultura,39,4,-,-,ISSN-01002945,4700152500.0,Journal,Sociedade Brasileira de Fruticultura,English,0.7,49,1.1,61,0.41,42,0.69,27.0,11.0,0.38,7.95,40.0,53.0,0.0,0.0,"Vargas, A.S., Juárez-López, P., López-Martínez, V. and 3 more (...) (2017).Botânica e fisiologia/ botany and physiology antioxidant activity and physicochemical parameters in ‘cuernavaqueña’ mexican plum (Spondias purpurea L.) at different ripening stages. Revista Brasileira de Fruticultura,39(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85030101597&origin=resultslist,10.1590/0100-29452017787,Article,Gold|Green,2-s2.0-85030101597,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,505016| 505017,Academic,2.0,60025626| 60014923,Universidad Autónoma del Estado de Morelos| Universidad Autónoma Metropolitana,57195922373,16425139500,16425139500,-,Mexico,1.0,1102| 1106| 1110,Agronomy and Crop Science| Food Science| Plant Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3008| 3004| 3006,Horticultural production| Crop and pasture production| Food sciences,-,Antioxidant Compounds and Their Medicinal Potential,6,97.711,Nutritional and Technological Potential of Spondias Fruits,58995,39.832,Very Good,Nacional,2.0
