Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gutiérrrez-Andrade, Miguel A.",59455594900,POPULATION-BASED SIMULATED ANNEALING FOR FEDERAL REDISTRICTING IN MEXICO,"Lara-Caballero, A.| Rincón-García, E.A.| Gutiérrrez-Andrade, M.A.| de los-Cobos-Silva, S.G.| Lara-Velázquez, P.| Mora-Gutiérrez, R.A.",6.0,57203711215| 56013614300| 59455594900| 15062263100| 56000885900| 54879377900,2022.0,2022-01-01,Fuzzy Economic Review,27,1,19-33,-,ISSN-11360593,21100198938.0,Journal,Int. Association for Fuzzy-Set Management and Economy,English,0.11,91,-,-,0.117,96,0.45,16.0,0.0,0.0,13.19,81.0,80.0,0.0,0.0,"Lara-Caballero, A., Rincón-García, E.A., Gutiérrrez-Andrade, M.A. and 3 more (...) (2022).POPULATION-BASED SIMULATED ANNEALING FOR FEDERAL REDISTRICTING IN MEXICO. Fuzzy Economic Review,27(1) 19-33",https://www.scopus.com/record/display.url?eid=2-s2.0-85177474088&origin=resultslist,10.25102/fer.2022.01.02,Article,,2-s2.0-85177474088,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60028381| 60023193,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco,57203711215,54879377900,56013614300,-,Mexico,1.0,2002,Economics and Econometrics,3,Social Sciences & Management,317,Economics & Econometrics,35,Business and Economics,38,Economics,3803| 3801| 3802,Economic theory| Applied economics| Econometrics,-,Graph Theory and Optimization in Computational Geometry,71,50.687,Spatial Optimization Methods for Resource Allocation,28276,79.534,Definitive,UAM,1.0
