Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Chaparro, A.",59264937000,"Effect of perfluorodecanoic acid on pig oocyte viability, intracellular calcium levels and gap junction intercellular communication during oocyte maturation in vitro","Domínguez, A.| Salazar, Z.| Betancourt, M.| Ducolomb, Y.| Casas, E.| Fernández, F.| Bahena, I.| Salomón, A.| Teteltitla, M.| Martínez, R.| Chaparro, A.| Cuapio, P.| Salazar-López, C.| Bonilla, E.",14.0,57189700415| 16176095600| 7006573702| 6506225074| 23089971800| 57212987425| 57897514200| 57208123640| 57189698997| 57208129203| 59264937000| 57208128416| 57208133519| 57206291687,2019.0,2019-08-01,Toxicology in Vitro,58,-,224-229,-,ISSN-08872333,25224.0,Journal,Elsevier Ltd,English,0.89,37,5,32,0.799,28,1.05,27.0,23.0,0.81,12.36,22.0,35.0,0.0,1.0,"Domínguez, A., Salazar, Z., Betancourt, M. and 11 more (...) (2019).Effect of perfluorodecanoic acid on pig oocyte viability, intracellular calcium levels and gap junction intercellular communication during oocyte maturation in vitro. Toxicology in Vitro,58224-229",https://www.scopus.com/record/display.url?eid=2-s2.0-85063894253&origin=resultslist,10.1016/j.tiv.2019.03.041,Article,,2-s2.0-85063894253,30946969,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60010210| 60026733,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Xochimilco| Spanish Hospital, Mexico City",57189700415,57206291687,57206291687,-,Mexico,1.0,3005,Toxicology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,32,Life Sciences,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,Foam and Perfluoroalkyl Substances in Environmental Applications,888,95.553,Environmental Impact of Perfluoroalkyl Substances,93,99.953,Very Good,UAM,1.0
