Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vega-Morales, J. C.",58016919700,Experimental-theoretical study to determine the pKa values of the ocular hypotensive Dorzolamide from UV–Vis spectroscopy,"Alva-Ensastegui, J.C.| Bernad-Bernad, M.J.| Vega-Morales, J.C.| Aparicio-Gutierrez, N.",4.0,57201295949| 6506125213| 58016919700| 58016883400,2023.0,2023-05-05,Journal of Molecular Structure,1279,-,-,135016,ISSN-00222860,24642.0,Journal,Elsevier B.V.,English,0.92,32,7.1,20,0.571,32,1.71,31.0,7.0,0.65,10.72,31.0,41.0,0.0,0.0,"Alva-Ensastegui, J.C., Bernad-Bernad, M.J., Vega-Morales, J.C. and 1 more (...) (2023).Experimental-theoretical study to determine the pKa values of the ocular hypotensive Dorzolamide from UV–Vis spectroscopy. Journal of Molecular Structure,1279",https://www.scopus.com/record/display.url?eid=2-s2.0-85146661170&origin=resultslist,10.1016/j.molstruc.2023.135016,Article,,2-s2.0-85146661170,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60005847| 60032442| 60028381,"Universidad Nacional Autónoma de México, Facultad de Quimica| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa",57201295949,58016883400,57201295949,-,Mexico,1.0,1602| 1604| 1605| 1607,Analytical Chemistry| Inorganic Chemistry| Organic Chemistry| Spectroscopy,4| 2,Natural Sciences| Engineering & Technology,249| 409,Engineering - Petroleum| Chemistry,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Glaucoma Management and Corneal Health Insights,44,71.223,Dorzolamide and Brinzolamide in Glaucoma Management,64140,27.53,Definitive,Nacional,2.0
