Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Montes-de-Oca, Martha",55776847100,Urbihoc: A delay tolerant approach for data acquisition in urban areas using a mobile wireless sensor network,"Montes-De-Oca, M.| Gomez, J.| Lopez-Guerrero, M.",3.0,55776847100| 57034436300| 56000751000,2019.0,2019-01-01,International Journal of Sensor Networks,29,1,16-27,-,ISSN-17481279,19900192159.0,Journal,Inderscience Publishers,English,0.67,53,2.4,47,0.326,48,1.03,26.0,2.0,0.08,12.77,67.0,73.0,0.0,0.0,"Montes-De-Oca, M., Gomez, J., Lopez-Guerrero, M. (2019).Urbihoc: A delay tolerant approach for data acquisition in urban areas using a mobile wireless sensor network. International Journal of Sensor Networks,29(1) 16-27",https://www.scopus.com/record/display.url?eid=2-s2.0-85060781506&origin=resultslist,10.1504/IJSNET.2019.097557,Article,,2-s2.0-85060781506,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,55776847100,56000751000,55776847100,-,Mexico,1.0,1705| 1706| 2207| 2208,Computer Networks and Communications| Computer Science Applications| Control and Systems Engineering| Electrical and Electronic Engineering,2,Engineering & Technology,213| 212| 221| 249,Data Science| Computer Science & Information Systems| Engineering - Electrical & Electronic| Engineering - Petroleum,38| 36,Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,4006| 4606,Communications engineering| Distributed computing and systems software,-,Integrating Forestry and Technology for Sustainability,917,64.225,Incentive Mechanisms in Mobile Crowdsensing Applications,2254,98.094,Definitive,Nacional,2.0
