Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Chávez-Morales, Yadid",57213150111,Effect of standardized fractions and tiliroside from leaves of tilia americana on depression tests in mice,"Chávez-Morales, Y.| Jiménez-Ferrer, E.| Martínez-Hernández, G.B.| Tortoriello, J.| Román-Ramos, R.| Zamilpa, A.| Herrera-Ruiz, M.",7.0,57213150111| 12244113100| 57213160412| 6603895374| 55993670700| 55995895500| 55993760000,2019.0,2019-09-01,Iranian Journal of Pharmaceutical Research,18,4,1931-1946,-,ISSN-17350328,17700156313.0,Journal,Iranian Journal of Pharmaceutical Research,English,0.71,50,2.2,46,0.386,31,0.66,13.0,8.0,0.68,5.87,45.0,39.0,0.0,0.0,"Chávez-Morales, Y., Jiménez-Ferrer, E., Martínez-Hernández, G.B. and 4 more (...) (2019).Effect of standardized fractions and tiliroside from leaves of tilia americana on depression tests in mice. Iranian Journal of Pharmaceutical Research,18(4) 1931-1946",https://www.scopus.com/record/display.url?eid=2-s2.0-85077609922&origin=resultslist,10.22037/ijpr.2019.1100883,Article,,2-s2.0-85077609922,-,Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social,505017| 505006,Academic| Government,2.0,60008467| 60014923| 60028381,Instituto Mexicano del Seguro Social| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57213150111,55993760000,-,-,Mexico,1.0,2736| 3000,"Pharmacology (medical)| General Pharmacology, Toxicology and Pharmaceutics",5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,3214| 4208,"Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine",-,Antioxidant Compounds and Their Medicinal Potential,6,97.711,Flavonoid Diversity and Health Benefits of Tilia,94191,36.727,Defensible,Nacional,2.0
