Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Campuzano, Javier Mac Gregor",57203579012,The mexican political right in the twenties: Catholic tradition and conservatism,"Campuzano, J.M.G.",1.0,57203579012,2021.0,2021-01-01,Revista de Historia de America,2021,160,275-303,-,ISSN-00348325,21101338470.0,Journal,Pan-American Institute of Geography and History,Spanish,-,-,-,-,-,-,0.0,1.0,1.0,0.67,1.49,73.0,40.0,0.0,0.0,"Campuzano, J.M.G. (2021).The mexican political right in the twenties: Catholic tradition and conservatism. Revista de Historia de America,2021(160) 275-303",https://www.scopus.com/record/display.url?eid=2-s2.0-105018483719&origin=resultslist,10.35424/rha.160.2021.636,Article,Gold,2-s2.0-105018483719,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana,-,-,57203579012,57203579012,Mexico,1.0,1202,History,1,Arts & Humanities,126,History,33,Arts and Humanities,-,-,-,-,SDG 16,-,-,-,-,-,-,-,Personal,1.0
