Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Enriquez-Zarate, J.",6507510895,Automatic modeling of a gas turbine using genetic programming: An experimental study,"Enríquez-Zárate, J.| Trujillo, L.| de Lara, S.| Castelli, M.| Z-Flores, E.| Muñoz, L.| Popovič, A.",7.0,6507510895| 56002716900| 57208979345| 36052209100| 56590006700| 56559490100| 35203730400,2017.0,2017-01-01,Applied Soft Computing,50,-,212-222,-,ISSN-15684946,18136.0,Journal,Elsevier Ltd,English,2.03,6,7.5,10,1.199,11,3.09,90.0,26.0,1.16,12.97,22.0,25.0,0.0,0.0,"Enríquez-Zárate, J., Trujillo, L., de Lara, S. and 4 more (...) (2017).Automatic modeling of a gas turbine using genetic programming: An experimental study. Applied Soft Computing,50212-222",https://www.scopus.com/record/display.url?eid=2-s2.0-85002252551&origin=resultslist,10.1016/j.asoc.2016.11.019,Article,,2-s2.0-85002252551,-,University of Ljubljana| Instituto de Investigaciones Electricas| Universidad Autónoma Metropolitana| NOVA University Lisbon| Instituto Tecnológico de Tijuana,333002| 505035| 505017| 328008| 714296,Academic| Corporate,5.0,60014923| 60007423| 60009430| 60105899| 60031875| 60031106,"Universidad Autónoma Metropolitana| Tijuana Institute of Technology| Instituto de Investigaciones Electricas| NOVA Information Management School, Universidade Nova de Lisboa| Universidade Nova de Lisboa| Univerza v Ljubljani",6507510895,35203730400,6507510895,-,Mexico| Portugal| Slovenia,3.0,1712,Software,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46| 49,Information And Computing Sciences| Mathematical Sciences,4602| 4903,Artificial intelligence| Numerical and computational mathematics,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Genetic Programming Approaches in Problem Solving,1119,93.078,Definitive,Internacional,3.0
