Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Jiménez-García, J. C.",57203118300,Modeling of novel thermodynamic cycles to produce power and cooling simultaneously,"Rivera, W.| Sánchez-Sánchez, K.| Hernández-Magallanes, J.A.| Jiménez-García, J.C.| Pacheco, A.",5.0,7004387406| 59861241800| 56140978800| 57203118300| 57194850581,2020.0,2020-03-01,Processes,8,3,-,320,ISSN-22279717,21100838131.0,Journal,MDPI AG,English,0.96,34,2.4,58,0.414,43,1.82,61.0,19.0,0.87,15.02,25.0,31.0,0.0,0.0,"Rivera, W., Sánchez-Sánchez, K., Hernández-Magallanes, J.A. and 2 more (...) (2020).Modeling of novel thermodynamic cycles to produce power and cooling simultaneously. Processes,8(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85081955717&origin=resultslist,10.3390/pr8030320,Article,Gold|Green,2-s2.0-85081955717,-,Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505013| 505017| 505023,Academic,3.0,60003209| 60032442| 60025417| 60028381,Instituto de Energías Renovables de la UNAM| Universidad Nacional Autónoma de México| Universidad Autónoma de Nuevo León| Universidad Autónoma Metropolitana -Unidad Iztapalapa,7004387406,57194850581,7004387406,-,Mexico,1.0,1501| 1502| 1508,Chemical Engineering (miscellaneous)| Bioengineering| Process Chemistry and Technology,2,Engineering & Technology,249| 219,Engineering - Petroleum| Engineering - Chemical,36,Engineering,40,Engineering,4004,Chemical engineering,-,Energy Systems and Refrigeration,367,93.133,Exergy Optimization in Kalina Cycle Systems,28677,85.715,Definitive,Nacional,3.0
