Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gabriela, Romero Esquiliano",57814778200,Effect of perinatal asphyxia and body hypothermia on auditory evoked potentials and development in the first two years of life,"María, S.-L.K.| Gabriela, R.-E.| Valentín, R.-G.P.| Alberto, O.-G.| Laura, C.-J.C.| Rolando, R.-G.",6.0,57814581000| 57814778200| 57813985300| 57813985400| 57813792000| 36139024000,2022.0,2022-04-01,Archivos de Neurociencias,27,2,5-10,-,ISSN-10285938,91878.0,Journal,Instituto Nacional de Neurologia y Neurocirurgia,Spanish,0.1,92,0.1,97,0.105,98,0.47,9.0,0.0,0.0,10.52,81.0,80.0,0.0,0.0,"María, S.-L.K., Gabriela, R.-E., Valentín, R.-G.P. and 3 more (...) (2022).Effect of perinatal asphyxia and body hypothermia on auditory evoked potentials and development in the first two years of life. Archivos de Neurociencias,27(2) 5-10",https://www.scopus.com/record/display.url?eid=2-s2.0-85134713583&origin=resultslist,10.31157/an.v27i2.311,Article,,2-s2.0-85134713583,-,Universidad La Salle| Fundación Clínica Médica Sur| Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,705325| 717814| 505017| 505041,Medical| Academic| Government,4.0,60004914| 60014923| 60004252| 60032216| 128392335,Instituto Nacional de Pediatría| Universidad Autónoma Metropolitana| Universidad La Salle| Fundacion Clinica Medica Sur| Rolando Rivera González AV. Insurgentes,57814581000,36139024000,36139024000,-,Mexico,1.0,2728| 2808,Neurology (clinical)| Neurology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3209,Neurosciences,-,Neural Mechanisms of Auditory Processing and Hearing,733,28.254,Auditory Brainstem Responses in Preterm Infants,29883,42.972,Defensible,Nacional,4.0
