Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Salinas-Urbina, Addis Abeba",56062122700,THE PROMOTER OF INSTITUTIONAL HEALTH IN MEXICO: HIS VIEW FROM HIS FIELD OF WORK,"González Vargas, Y.| Salinas Urbina, A.A.",2.0,58141814800| 56062122700,2020.0,2020-01-01,Hacia la Promocion de la Salud,25,1,60-75,-,ISSN-01217577,21101060641.0,Journal,Universidad de Caldas,Spanish,0.13,86,-,-,-,-,0.05,1.0,0.0,0.0,7.49,83.0,78.0,0.0,0.0,"González Vargas, Y., Salinas Urbina, A.A. (2020).THE PROMOTER OF INSTITUTIONAL HEALTH IN MEXICO: HIS VIEW FROM HIS FIELD OF WORK. Hacia la Promocion de la Salud,25(1) 60-75",https://www.scopus.com/record/display.url?eid=2-s2.0-85150070619&origin=resultslist,10.17151/hpsal.2020.25.1.5,Article,Gold|Green,2-s2.0-85150070619,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60013839| 60010210,Secretaria de Salud| Universidad Autónoma Metropolitana Unidad Xochimilco,58141814800,56062122700,58141814800,-,Mexico,1.0,2719| 2739| 2905| 3306| 3601,"Health Policy| Public Health, Environmental and Occupational Health| Community and Home Care| Health (social science)| Health Professions (miscellaneous)",5| 3,Life Sciences & Medicine| Social Sciences & Management,532| 534,Medicine| Nursing,34| 40,Medical and Health| Social Sciences,42,Health Sciences,4206| 4205| 4203,Public health| Nursing| Health services and systems,SDG 16,Health Care Dynamics in Brazilian Communities,1024,13.146,Social Determinants and Health in Latin America,32817,48.125,Defensible,UAM,1.0
