Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Díaz Cruz, Arturo",58941958700,Bureaucratic (De/con)textualizations. Tensions around Interactions and Documentary Practices in Mexico City’s Transportation Bureaucracy,"Díaz Cruz, A.| Leal Martínez, A.",2.0,58941958700| 57203478566,2024.0,2024-01-01,Revista Colombiana de Antropologia,60,1,26-49,-,ISSN-04866525,20000195045.0,Journal,Instituto Colombiano de Antropologia e Historia,Spanish,0.66,52,0.4,46,0.152,40,2.88,24.0,0.0,0.0,1.24,70.0,70.0,0.0,0.0,"Díaz Cruz, A., Leal Martínez, A. (2024).Bureaucratic (De/con)textualizations. Tensions around Interactions and Documentary Practices in Mexico City’s Transportation Bureaucracy. Revista Colombiana de Antropologia,60(1) 26-49",https://www.scopus.com/record/display.url?eid=2-s2.0-85187929347&origin=resultslist,10.22380/2539472X.2590,Article,Gold|Green,2-s2.0-85187929347,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,58941958700,57203478566,-,-,Mexico,1.0,1202| 1204| 3314| 3316,History| Archeology (arts and humanities)| Anthropology| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,126| 311| 304| 105,History| Communication & Media Studies| Anthropology| Archaeology,40| 33,Social Sciences| Arts and Humanities,43| 44,"History, Heritage And Archaeology| Human Society",4404| 4301| 4401,Development studies| Archaeology| Anthropology,SDG 11| SDG 16,Urban Policy and Livelihood Strategies in the Global South,1262,43.95,Urban Informality and Governance in Global South,4126,94.88,Definitive,Nacional,2.0
