Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Reséndiz, Rogelio Godínez",55695943700,Arrival of injection ampoules into Mexico and the United States differences and similarities in pharmaceutical practice (1896-1939),"Reséndiz, R.G.| Aceves, L.S.| Reynoso, M.O.",3.0,55695943700| 57189874608| 24169451700,2019.0,2019-01-01,Estudios de Historia Moderna Contemporanea de Mexico,57,-,239-287,-,ISSN-01852620,19700167010.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,1.31,17,0.2,56,0.111,61,1.32,11.0,2.0,0.0,1.53,67.0,75.0,0.0,0.0,"Reséndiz, R.G., Aceves, L.S., Reynoso, M.O. (2019).Arrival of injection ampoules into Mexico and the United States differences and similarities in pharmaceutical practice (1896-1939). Estudios de Historia Moderna Contemporanea de Mexico,57239-287",https://www.scopus.com/record/display.url?eid=2-s2.0-85078523654&origin=resultslist,10.22201/iih.24485004e.2019.57.68411,Article,Gold,2-s2.0-85078523654,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico,505017| 505051,Academic,2.0,60010210| 60002281,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma del Estado de México,55695943700,24169451700,55695943700,-,Mexico,1.0,1202,History,1,Arts & Humanities,126,History,33,Arts and Humanities,44| 38| 43,"Human Society| Economics| History, Heritage And Archaeology",4401| 3801| 4303,Anthropology| Applied economics| Historical studies,SDG 9,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Historical Development of Chemistry and Pharmacy in Mexico,69540,34.676,Definitive,Nacional,2.0
