Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zepeda-Vallejo, Luis Gerardo",57680052300,Kinetics of Zn–C Battery Leaching with Choline Chloride/Urea Natural Deep Eutectic Solvents,"Cruz-Reyes, I.G.| Mendoza-Pérez, J.A.| Ruiz-Guerrero, R.| Medina-Velázquez, D.Y.| Zepeda-Vallejo, L.G.| Morales-Ramírez, Á.D.J.",6.0,57220312363| 36129798700| 8631981500| 57216786713| 57680052300| 57202562616,2022.0,2022-12-01,Recycling,7,6,-,86,ISSN-23134321,21100934090.0,Journal,MDPI,English,1.25,19,5.4,28,0.688,31,1.76,60.0,19.0,0.82,18.31,17.0,35.0,0.0,0.0,"Cruz-Reyes, I.G., Mendoza-Pérez, J.A., Ruiz-Guerrero, R. and 3 more (...) (2022).Kinetics of Zn–C Battery Leaching with Choline Chloride/Urea Natural Deep Eutectic Solvents. Recycling,7(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85144675895&origin=resultslist,10.3390/recycling7060086,Article,Gold|Green,2-s2.0-85144675895,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60014923| 60006489,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Escuela Superior de Ingenieria Quimica e Industrias Extractivas,57220312363,57202562616,57202562616,-,Mexico,1.0,2308| 2311| 2500,"Management, Monitoring, Policy and Law| Waste Management and Disposal| General Materials Science",3| 2,Social Sciences & Management| Engineering & Technology,424| 433,Environmental Sciences| Materials Science,37| 36,Physical Sciences| Engineering,40| 41,Engineering| Environmental Sciences,4104| 4011,Environmental management| Environmental engineering,SDG 12,Biomass Conversion and Catalytic Innovations,49,98.103,Natural Deep Eutectic Solvents in Extraction Applications,2617,99.885,Very Good,Nacional,2.0
