Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castillo-Real, Irvin Esteban",57883890500,Liquid–vapor coexistence of vibrating polygonal and polyhedral molecules composed of hard spheres interacting with square well potentials,"Chapela, G.A.| Castillo-Real, I.E.| del Río, F.",3.0,55993718800| 57883890500| 55993728700,2022.0,2022-11-15,Physica A: Statistical Mechanics and its Applications,606,-,-,128132,ISSN-03784371,29115.0,Journal,Elsevier B.V.,English,1.14,24,7.5,4,0.699,28,0.61,7.0,1.0,0.0,7.57,70.0,80.0,0.0,0.0,"Chapela, G.A., Castillo-Real, I.E., del Río, F. (2022).Liquid–vapor coexistence of vibrating polygonal and polyhedral molecules composed of hard spheres interacting with square well potentials. Physica A: Statistical Mechanics and its Applications,606",https://www.scopus.com/record/display.url?eid=2-s2.0-85137696602&origin=resultslist,10.1016/j.physa.2022.128132,Article,,2-s2.0-85137696602,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,55993718800,55993728700,55993718800,-,Mexico,1.0,2613| 3109,Statistics and Probability| Statistical and Nonlinear Physics,2| 4,Engineering & Technology| Natural Sciences,431| 439| 213| 344,Mathematics| Physics & Astronomy| Data Science| Statistics & Operational Research,37,Physical Sciences,49,Mathematical Sciences,4901| 4902,Applied mathematics| Mathematical physics,-,Properties and Applications of Silver Nanoparticles,302,97.319,Programmable Self-Assembly of Nanoparticle Structures,9621,96.904,Very Good,UAM,1.0
