Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Antonio-Pablo, Roberto Carlos",59692759100,Tuberculosis and BCG vaccine: role of NK cells in the immune response,"Rojas-Valles, E.U.| Antonio-Pablo, R.C.| Herrera-Barrios, M.T.",3.0,57455495700| 59692759100| 59277198600,2024.0,2024-04-01,Neumologia y Cirugia de Torax (Mexico),83,2,143-152,-,ISSN-00283746,21101046605.0,Journal,Instituto Nacional de Enfermedades Respiratorias,Spanish,0.04,95,0.5,82,0.113,95,0.27,2.0,0.0,0.0,3.53,70.0,70.0,0.0,0.0,"Rojas-Valles, E.U., Antonio-Pablo, R.C., Herrera-Barrios, M.T. (2024).Tuberculosis and BCG vaccine: role of NK cells in the immune response. Neumologia y Cirugia de Torax (Mexico),83(2) 143-152",https://www.scopus.com/record/display.url?eid=2-s2.0-105000040085&origin=resultslist,10.35366/119284,Article,Bronze,2-s2.0-105000040085,-,Universidad Autónoma Metropolitana| Instituto Nacional de Enfermedades Respiratorias| Universidad Nacional Autónoma de México,505017| 505037| 505023,Academic| Government,3.0,60032442| 60008205| 60014923| 60010210,Universidad Nacional Autónoma de México| Instituto Nacional de Enfermedades Respiratorias| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,57455495700,59277198600,59277198600,-,Mexico,1.0,2740| 2746,Pulmonary and Respiratory Medicine| Surgery,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3213| 3201| 3202,Paediatrics| Cardiovascular medicine and haematology| Clinical sciences,SDG 3,Natural Killer Cells and Immune Response Dynamics,591,63.44,Natural Killer Cells in Immune Response Dynamics,1341,97.793,Definitive,Nacional,3.0
