Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Nicté-Ha Guzmán-Hernández, R.",57201060804,Research and therapeutics in Alzheimer's disease based on amyloid beta and tau,"López-Camacho, P.Y.| Nicté-Ha Guzmán-Hernández, R.| González, V.H.H.| Muñoz, J.E.D.| García-Sierra, F.| Basurto-Islas, G.",6.0,56013726000| 57201060804| 57205939781| 57213478185| 6507136122| 56013598800,2017.0,2017-04-01,Archivos de Neurociencias,22,2,72-88,-,ISSN-10285938,91878.0,Journal,Instituto Nacional de Neurologia y Neurocirurgia,Spanish,0.06,91,0.1,98,0.111,93,0.92,46.0,2.0,0.09,11.24,67.0,70.0,0.0,0.0,"López-Camacho, P.Y., Nicté-Ha Guzmán-Hernández, R., González, V.H.H. and 3 more (...) (2017).Research and therapeutics in Alzheimer's disease based on amyloid beta and tau. Archivos de Neurociencias,22(2) 72-88",https://www.scopus.com/record/display.url?eid=2-s2.0-85043298961&origin=resultslist,-,Article,,2-s2.0-85043298961,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505002| 505020| 505017| 505023,Academic| Government,4.0,60024080| 60032442| 60017323| 60033291,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Nacional Autónoma de México| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad de Guanajuato,56013726000,56013598800,56013598800,-,Mexico,1.0,2728| 2808,Neurology (clinical)| Neurology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3209,Neurosciences,-,Tau Protein Dynamics in Neurodegenerative Disorders,264,88.751,Tau Protein Dynamics in Neurodegenerative Diseases,338,99.164,Very Good,Nacional,4.0
