Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Monika Palacios",57222739500,Campylobacter fetus induced proinflammatory response in bovine endometrial epithelial cells,"Campos-Múzquiz, L.G.| Méndez-Olvera, E.T.| Martínez, M.P.| Martínez-Gómez, D.",4.0,57209969582| 57191610013| 57222739500| 55556603400,2021.0,2021-02-01,Polish Journal of Microbiology,70,1,99-106,-,ISSN-17331331,110163.0,Journal,Polish Society of Microbiologists,English,0.67,52,2.7,64,0.397,60,0.46,11.0,5.0,0.08,12.48,51.0,76.0,0.0,0.0,"Campos-Múzquiz, L.G., Méndez-Olvera, E.T., Martínez, M.P. and 1 more (...) (2021).Campylobacter fetus induced proinflammatory response in bovine endometrial epithelial cells. Polish Journal of Microbiology,70(1) 99-106",https://www.scopus.com/record/display.url?eid=2-s2.0-85103921557&origin=resultslist,10.33073/pjm-2021-009,Article,Gold|Green,2-s2.0-85103921557,33815531,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57209969582,55556603400,-,-,Mexico,1.0,2402| 2404| 2726,Applied Microbiology and Biotechnology| Microbiology| Microbiology (medical),5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,32| 34,Life Sciences| Medical and Health,31,Biological Sciences,3107,Microbiology,-,Resistance Mechanisms in Salmonella and Campylobacter Infections,230,58.797,Campylobacter Fetus Infections and Diagnostic Advances,20819,68.968,Defensible,UAM,1.0
